Time,UnixTime,GSR
42.2451298236847,1631175512.766,0.1216679
42.4951298236847,1631175513.016,0.1216679
42.7451298236847,1631175513.266,0.12551
42.9951298236847,1631175513.516,0.1242293
43.2451298236847,1631175513.766,0.1229486
43.4951298236847,1631175514.016,0.1242293
43.7451298236847,1631175514.266,0.1229486
43.9951298236847,1631175514.516,0.1216679
44.2451298236847,1631175514.766,0.1229486
44.4951298236847,1631175515.016,0.12551
44.7451298236847,1631175515.266,0.1267907
44.9951298236847,1631175515.516,0.1229486
45.2451298236847,1631175515.766,0.12551
46.4951298236847,1631175517.016,0.1242293
46.7451298236847,1631175517.266,0.12551
46.9951298236847,1631175517.516,0.12551
47.2451298236847,1631175517.766,0.1229486
47.4951298236847,1631175518.016,0.1229486
47.7451298236847,1631175518.266,0.1203871
47.9951298236847,1631175518.516,0.1191064
48.2451298236847,1631175518.766,0.1216679
48.4951298236847,1631175519.016,0.1178257
48.7451298236847,1631175519.266,0
48.9951298236847,1631175519.516,0
49.2451298236847,1631175519.766,0.1101414
49.4951298236847,1631175520.016,0.1152643
49.7451298236847,1631175520.266,0.1191064
49.9951298236847,1631175520.516,0.1216679
50.2451298236847,1631175520.766,0.1203871
50.4951298236847,1631175521.016,0.1216679
50.7451298236847,1631175521.266,0.1216679
50.9951298236847,1631175521.516,0.1242293
51.2451298236847,1631175521.766,0.12551
51.4951298236847,1631175522.016,0.1242293
51.7451298236847,1631175522.266,0.12551
51.9951298236847,1631175522.516,0.1242293
52.2451298236847,1631175522.766,0.1229486
52.4951298236847,1631175523.016,0.1216679
52.7451298236847,1631175523.266,0.1229486
53.9951298236847,1631175524.516,0.1280714
54.2451298236847,1631175524.766,0.1319136
54.4951298236847,1631175525.016,0.1267907
54.7451298236847,1631175525.266,0.1306329
54.9951298236847,1631175525.516,0.12551
55.2451298236847,1631175525.766,0.1306329
55.4951298236847,1631175526.016,0.1267907
55.7451298236847,1631175526.266,0.1280714
55.9951298236847,1631175526.516,0.1306329
56.2451298236847,1631175526.766,0.1306329
56.4951298236847,1631175527.016,0.1331943
56.7451298236847,1631175527.266,0.1293521
56.9951298236847,1631175527.516,0.1242293
57.2451298236847,1631175527.766,0.1114221
58.4951298236847,1631175529.016,0.1203871
58.7451298236847,1631175529.266,0.1139836
58.9951298236847,1631175529.516,0.1114221
59.2451298236847,1631175529.766,0.1062993
59.4951298236847,1631175530.016,0.1127029
59.7451298236847,1631175530.266,0.1267907
59.9951298236847,1631175530.516,0.134475
60.2451298236847,1631175530.766,0.1293521
