Time,UnixTime,Tmp
0.0355346202850342,1631779214.85706,30.87
1.03557467460632,1631779215.8571,30.93
1.28558468818665,1631779216.10711,30.95
1.53560471534729,1631779216.35713,30.95
1.78561472892761,1631779216.60714,30.95
2.03562474250793,1631779216.85715,30.95
4.03571462631226,1631779218.85724,30.97
5.28577470779419,1631779220.1073,30.99
5.53578472137451,1631779220.35731,30.99
5.78579473495483,1631779220.60732,30.99
6.03580474853516,1631779220.85733,30.99
6.2858247756958,1631779221.10735,31.05
6.53583455085754,1631779221.35736,31.05
6.78584456443787,1631779221.60737,31.05
7.03585457801819,1631779221.85738,31.05
7.28586459159851,1631779222.10739,31.07
7.53587460517883,1631779222.3574,31.07
7.78589463233948,1631779222.60742,31.07
8.0359046459198,1631779222.85743,31.07
9.28595471382141,1631779224.10748,31.09
9.53597474098206,1631779224.3575,31.09
9.78598475456238,1631779224.60751,31.09
10.0359947681427,1631779224.85752,31.09
10.286004781723,1631779225.10753,31.11
10.5360145568848,1631779225.35754,31.11
10.7860245704651,1631779225.60755,31.11
11.0360445976257,1631779225.85757,31.11
11.2860546112061,1631779226.10758,31.15
11.5360646247864,1631779226.35759,31.15
11.7860746383667,1631779226.6076,31.15
12.036084651947,1631779226.85761,31.15
13.286144733429,1631779228.10767,31.05
13.5361547470093,1631779228.35768,31.05
13.7861647605896,1631779228.60769,31.05
14.0361747741699,1631779228.8577,31.05
14.286194562912,1631779229.10772,31.03
14.5362045764923,1631779229.35773,31.03
14.7862145900726,1631779229.60774,31.03
15.036224603653,1631779229.85775,31.03
15.2862346172333,1631779230.10776,31.03
15.5362446308136,1631779230.35777,31.03
15.7862646579742,1631779230.60779,31.03
16.0362746715546,1631779230.8578,31.03
16.2862846851349,1631779231.10781,31.03
16.5362946987152,1631779231.35782,31.03
16.7863047122955,1631779231.60783,31.03
17.0363147258759,1631779231.85784,31.03
17.2863347530365,1631779232.10786,31.03
17.5363447666168,1631779232.35787,31.03
17.7863547801971,1631779232.60788,31.03
18.0363645553589,1631779232.85789,31.03
18.2863745689392,1631779233.1079,31.03
18.5363845825195,1631779233.35791,31.03
18.7863945960999,1631779233.60792,31.03
19.0364146232605,1631779233.85794,31.03
19.2864246368408,1631779234.10795,31.07
19.5364346504211,1631779234.35796,31.07
19.7864446640015,1631779234.60797,31.07
20.0364546775818,1631779234.85798,31.07
20.2864646911621,1631779235.10799,31.15
20.5364847183228,1631779235.35801,31.15
20.7864947319031,1631779235.60802,31.15
21.0365047454834,1631779235.85803,31.15
21.2865147590637,1631779236.10804,31.23
21.536524772644,1631779236.35805,31.23
21.7865345478058,1631779236.60806,31.23
22.0365545749664,1631779236.85808,31.23
23.786634683609,1631779238.60816,31.19
24.0366446971893,1631779238.85817,31.19
24.2866547107697,1631779239.10818,31.15
24.53666472435,1631779239.35819,31.15
24.7866747379303,1631779239.6082,31.15
25.0366847515106,1631779239.85821,31.15
25.2867047786713,1631779240.10823,31.15
25.536714553833,1631779240.35824,31.15
25.7867245674133,1631779240.60825,31.15
26.0367345809937,1631779240.85826,31.15
27.2867946624756,1631779242.10832,31.15
27.5368046760559,1631779242.35833,31.15
27.7868146896362,1631779242.60834,31.15
28.0368247032166,1631779242.85835,31.15
30.0369246006012,1631779244.85845,31.23
30.2869346141815,1631779245.10846,31.23
30.5369446277618,1631779245.35847,31.23
30.7869546413422,1631779245.60848,31.23
31.0369646549225,1631779245.85849,31.23
31.2869746685028,1631779246.1085,31.27
31.5369946956635,1631779246.35852,31.27
31.7870047092438,1631779246.60853,31.27
32.0370147228241,1631779246.85854,31.27
32.2870247364044,1631779247.10855,31.25
32.5370347499847,1631779247.35856,31.25
32.7870447635651,1631779247.60857,31.25
33.0370547771454,1631779247.85858,31.25
33.2870745658875,1631779248.1086,31.23
33.5370845794678,1631779248.35861,31.23
33.7870945930481,1631779248.60862,31.23
34.0371046066284,1631779248.85863,31.23
34.2871146202087,1631779249.10864,31.23
34.5371246337891,1631779249.35865,31.23
34.7871446609497,1631779249.60867,31.23
35.03715467453,1631779249.85868,31.23
35.2871646881104,1631779250.10869,31.17
35.5371747016907,1631779250.3587,31.17
35.787184715271,1631779250.60871,31.17
36.0371947288513,1631779250.85872,31.17
36.2872047424316,1631779251.10873,31.21
36.5372247695923,1631779251.35875,31.21
36.7872347831726,1631779251.60876,31.21
37.0372445583344,1631779251.85877,31.21
37.2872545719147,1631779252.10878,31.33
37.537264585495,1631779252.35879,31.33
37.7872745990753,1631779252.6088,31.33
38.037294626236,1631779252.85882,31.33
38.2873046398163,1631779253.10883,31.37
38.5373146533966,1631779253.35884,31.37
38.7873246669769,1631779253.60885,31.37
39.0373346805573,1631779253.85886,31.37
39.2873446941376,1631779254.10887,31.41
39.5373647212982,1631779254.35889,31.41
39.7873747348785,1631779254.6089,31.41
40.0373847484589,1631779254.85891,31.41
40.2873947620392,1631779255.10892,31.41
40.5374047756195,1631779255.35893,31.41
40.7874145507813,1631779255.60894,31.41
41.0374245643616,1631779255.85895,31.41
41.2874445915222,1631779256.10897,31.39
41.5374546051025,1631779256.35898,31.39
41.7874646186829,1631779256.60899,31.39
42.0374746322632,1631779256.859,31.39
43.5375447273254,1631779258.35907,31.41
43.7875547409058,1631779258.60908,31.41
44.0375647544861,1631779258.85909,31.41
44.2875847816467,1631779259.10911,31.41
44.5375945568085,1631779259.35912,31.41
44.7876045703888,1631779259.60913,31.41
45.0376145839691,1631779259.85914,31.41
45.2876245975494,1631779260.10915,31.39
45.5376346111298,1631779260.35916,31.39
