Time,UnixTime,Tmp
-1.49085807800293,1631682621.22922,30.29
-1.24084806442261,1631682621.47923,30.29
-0.990838050842285,1631682621.72924,30.29
-0.740828037261963,1631682621.97925,30.29
-0.490818023681641,1631682622.22926,30.29
-0.240797996520996,1631682622.47928,30.29
0.00921201705932617,1631682622.72929,30.29
0.259222030639648,1631682622.9793,30.29
1.50928211212158,1631682624.22936,30.33
1.7592921257019,1631682624.47937,30.33
2.00930190086365,1631682624.72938,30.33
2.25931191444397,1631682624.97939,30.33
2.50932192802429,1631682625.2294,30.33
2.75933194160461,1631682625.47941,30.33
3.00935196876526,1631682625.72943,30.33
3.25936198234558,1631682625.97944,30.33
3.5093719959259,1631682626.22945,30.35
3.75938200950623,1631682626.47946,30.35
4.00939202308655,1631682626.72947,30.35
4.25940203666687,1631682626.97948,30.35
5.5094621181488,1631682628.22954,30.39
5.75947189331055,1631682628.47955,30.39
6.00948190689087,1631682628.72956,30.39
6.25950193405151,1631682628.97958,30.39
6.50951194763184,1631682629.22959,30.39
6.75952196121216,1631682629.4796,30.39
7.00953197479248,1631682629.72961,30.39
7.2595419883728,1631682629.97962,30.39
7.50955200195313,1631682630.22963,30.39
7.75957202911377,1631682630.47965,30.39
8.00958204269409,1631682630.72966,30.39
8.25959205627441,1631682630.97967,30.39
8.50960206985474,1631682631.22968,30.39
8.75961208343506,1631682631.47969,30.39
9.00962209701538,1631682631.7297,30.39
9.25964212417603,1631682631.97972,30.39
9.50965189933777,1631682632.22973,30.41
9.75966191291809,1631682632.47974,30.41
10.0096719264984,1631682632.72975,30.41
10.2596819400787,1631682632.97976,30.41
10.5096919536591,1631682633.22977,30.41
10.7597019672394,1631682633.47978,30.41
11.0097219944,1631682633.7298,30.41
11.2597320079803,1631682633.97981,30.41
11.5097420215607,1631682634.22982,30.43
11.759752035141,1631682634.47983,30.43
12.0097620487213,1631682634.72984,30.43
12.2597720623016,1631682634.97985,30.43
13.509831905365,1631682636.22991,30.45
13.7598419189453,1631682636.47992,30.45
14.009861946106,1631682636.72994,30.45
14.2598719596863,1631682636.97995,30.45
14.5098819732666,1631682637.22996,30.47
14.7598919868469,1631682637.47997,30.47
15.0099020004272,1631682637.72998,30.47
15.2599120140076,1631682637.97999,30.47
15.5099220275879,1631682638.23,30.49
15.7599420547485,1631682638.48002,30.49
16.0099520683289,1631682638.73003,30.49
16.2599620819092,1631682638.98004,30.49
18.2600519657135,1631682640.98013,30.49
20.0101320743561,1631682642.73021,30.53
20.2601420879364,1631682642.98022,30.53
20.510162115097,1631682643.23024,30.53
20.7601718902588,1631682643.48025,30.53
21.0101819038391,1631682643.73026,30.53
21.2601919174194,1631682643.98027,30.53
21.5102019309998,1631682644.23028,30.53
21.7602119445801,1631682644.48029,30.53
22.0102319717407,1631682644.73031,30.53
22.260241985321,1631682644.98032,30.53
22.5102519989014,1631682645.23033,30.55
22.7602620124817,1631682645.48034,30.55
23.010272026062,1631682645.73035,30.55
23.2602820396423,1631682645.98036,30.55
23.510302066803,1631682646.23038,30.59
23.7603120803833,1631682646.48039,30.59
24.0103220939636,1631682646.7304,30.59
24.2603321075439,1631682646.98041,30.59
24.5103421211243,1631682647.23042,30.57
24.760351896286,1631682647.48043,30.57
25.0103619098663,1631682647.73044,30.57
25.260381937027,1631682647.98046,30.57
25.5103919506073,1631682648.23047,30.57
25.7604019641876,1631682648.48048,30.57
26.0104119777679,1631682648.73049,30.57
26.2604219913483,1631682648.9805,30.57
26.5104320049286,1631682649.23051,30.55
26.7604520320892,1631682649.48053,30.55
27.0104620456696,1631682649.73054,30.55
27.2604720592499,1631682649.98055,30.55
27.5104820728302,1631682650.23056,30.57
27.7604920864105,1631682650.48057,30.57
28.0105020999908,1631682650.73058,30.57
28.2605121135712,1631682650.98059,30.57
28.5105319023132,1631682651.23061,30.59
28.7605419158936,1631682651.48062,30.59
29.0105519294739,1631682651.73063,30.59
29.2605619430542,1631682651.98064,30.59
29.5105719566345,1631682652.23065,30.61
29.7605819702148,1631682652.48066,30.61
30.0106019973755,1631682652.73068,30.61
30.2606120109558,1631682652.98069,30.61
30.5106220245361,1631682653.2307,30.59
30.7606320381165,1631682653.48071,30.59
31.0106420516968,1631682653.73072,30.59
31.2606520652771,1631682653.98073,30.59
31.5106720924377,1631682654.23075,30.59
31.7606821060181,1631682654.48076,30.59
32.0106921195984,1631682654.73077,30.59
32.2607018947601,1631682654.98078,30.59
32.5107119083405,1631682655.23079,30.59
32.7607219219208,1631682655.4808,30.59
33.0107319355011,1631682655.73081,30.59
33.2607519626617,1631682655.98083,30.59
33.5107619762421,1631682656.23084,30.61
33.7607719898224,1631682656.48085,30.61
34.0107820034027,1631682656.73086,30.61
34.260792016983,1631682656.98087,30.61
34.5108020305634,1631682657.23088,30.63
34.760822057724,1631682657.4809,30.63
35.0108320713043,1631682657.73091,30.63
35.2608420848846,1631682657.98092,30.63
35.510852098465,1631682658.23093,30.63
35.7608621120453,1631682658.48094,30.63
36.0108721256256,1631682658.73095,30.63
36.2608919143677,1631682658.98097,30.63
36.510901927948,1631682659.23098,30.63
36.7609119415283,1631682659.48099,30.63
37.0109219551086,1631682659.731,30.63
37.260931968689,1631682659.98101,30.63
37.5109419822693,1631682660.23102,30.63
37.7609519958496,1631682660.48103,30.63
38.0109720230103,1631682660.73105,30.63
38.2609820365906,1631682660.98106,30.63
38.5109920501709,1631682661.23107,30.65
38.7610020637512,1631682661.48108,30.65
39.0110120773315,1631682661.73109,30.65
39.2610220909119,1631682661.9811,30.65
