Time,Performance,Labeling
8.910275,-1.0,0.11206656204070582
9.02756,-1.0,0.11206656204070582
9.146873,-1.0,0.11206656204070582
9.264166,-1.0,0.11206656204070582
9.381334,-1.0,0.11206656204070582
9.502023,-1.0,0.11206656204070582
9.621429,-1.0,0.11206656204070582
9.738761,-1.0,0.11206656204070582
9.855058,-1.0,0.11206656204070582
9.970468,-1.0,0.11206656204070582
10.08532,-1.0,0.11206656204070582
10.20044,-1.0,0.11206656204070582
10.31717,-1.0,0.11206656204070582
10.43063,-1.0,0.11206656204070582
10.54487,-1.0,0.11206656204070582
10.66089,-1.0,0.11206656204070582
10.77534,-1.0,0.11206656204070582
10.88923,-1.0,0.11206656204070582
11.00522,-1.0,0.11206656204070582
11.12314,-1.0,0.11206656204070582
11.23973,-1.0,0.11206656204070582
11.35519,-1.0,0.11206656204070582
11.47114,-1.0,0.11206656204070582
11.59538,-1.0,0.11206656204070582
11.7138,-1.0,0.11206656204070582
11.83431,-1.0,0.11206656204070582
11.95602,-1.0,0.11206656204070582
12.07265,-1.0,0.11206656204070582
12.19085,-1.0,0.11206656204070582
12.31081,-1.0,0.11206656204070582
12.4357,-1.0,0.11206656204070582
12.56105,-1.0,0.11206656204070582
12.68895,-1.0,0.11206656204070582
12.81395,-1.0,0.11206656204070582
12.94375,-1.0,0.11206656204070582
13.06864,-1.0,0.11206656204070582
13.189,-1.0,0.11206656204070582
13.30566,-1.0,0.11206656204070582
13.42366,-1.0,0.11206656204070582
13.54679,-1.0,0.11206656204070582
13.66837,-1.0,0.11206656204070582
13.80485,-1.0,0.11206656204070582
13.93133,-1.0,0.11206656204070582
14.05477,-1.0,0.11206656204070582
14.17652,-1.0,0.11206656204070582
14.29895,-1.0,0.11206656204070582
14.42682,-1.0,0.11206656204070582
14.55131,-1.0,0.11206656204070582
14.6764,-1.0,0.11206656204070582
14.80292,-1.0,0.11206656204070582
14.92964,-1.0,0.11206656204070582
15.05164,-1.0,0.11206656204070582
15.17412,-1.0,0.11206656204070582
15.29647,-1.0,0.11206656204070582
15.42631,-1.0,0.11206656204070582
15.56332,-1.0,0.11206656204070582
15.6887,-1.0,0.11206656204070582
15.81803,-1.0,0.11206656204070582
15.94195,-1.0,0.11206656204070582
16.07439,-1.0,0.11206656204070582
16.20559,-1.0,0.11206656204070582
16.33293,-1.0,0.11206656204070582
16.46422,-1.0,0.11206656204070582
16.59092,-1.0,0.11206656204070582
16.72232,-1.0,0.11206656204070582
16.85335,-1.0,0.11206656204070582
16.98046,-1.0,0.11206656204070582
17.11811,-1.0,0.11206656204070582
17.25219,-1.0,0.11206656204070582
17.39092,-1.0,0.11206656204070582
17.53023,-1.0,0.11206656204070582
17.66529,-1.0,0.11206656204070582
17.8054,-1.0,0.11206656204070582
17.93776,-1.0,0.11206656204070582
18.07734,-1.0,0.11206656204070582
18.22778,-1.0,0.11206656204070582
18.36857,-1.0,0.11206656204070582
18.50935,-1.0,0.11206656204070582
18.65219,-1.0,0.11206656204070582
18.78829,-1.0,0.11206656204070582
18.94852,-1.0,0.11206656204070582
19.08482,-1.0,0.11206656204070582
19.22595,-1.0,0.11206656204070582
19.36313,-1.0,0.11206656204070582
19.49928,-1.0,0.11206656204070582
19.63935,-1.0,0.11206656204070582
19.77338,-1.0,0.11206656204070582
19.91673,-1.0,0.11206656204070582
20.06245,-1.0,0.11206656204070582
20.19718,-1.0,0.11206656204070582
20.33653,-1.0,0.11206656204070582
20.46876,-1.0,0.11206656204070582
20.60793,-1.0,0.11206656204070582
20.74829,-1.0,0.11206656204070582
20.88336,-1.0,0.11206656204070582
21.02398,-1.0,0.11206656204070582
21.16171,-1.0,0.11206656204070582
21.30469,-1.0,0.11206656204070582
21.44576,-1.0,0.11206656204070582
21.58313,-1.0,0.11206656204070582
21.72597,-1.0,0.11206656204070582
21.86472,-1.0,0.11206656204070582
22.00747,-1.0,0.11206656204070582
22.14875,-1.0,0.11206656204070582
22.28774,-1.0,0.11206656204070582
22.4343,-1.0,0.11206656204070582
22.57398,-1.0,0.11206656204070582
22.72223,-1.0,0.11206656204070582
22.87201,-1.0,0.11206656204070582
23.01768,-1.0,0.11206656204070582
23.16914,-1.0,0.11206656204070582
23.31747,-1.0,0.11206656204070582
23.4629,-1.0,0.11206656204070582
23.60721,-1.0,0.11206656204070582
23.7512,-1.0,0.11206656204070582
23.90018,-1.0,0.11206656204070582
24.06015,-1.0,0.11206656204070582
24.22782,-1.0,0.11206656204070582
24.38117,-1.0,0.11206656204070582
24.53072,-1.0,0.11206656204070582
24.68268,-1.0,0.11206656204070582
24.83462,-1.0,0.11206656204070582
24.98245,-1.0,0.11206656204070582
25.13613,-1.0,0.11206656204070582
32.0451,-1.0,1.4187149875365945
32.20167,-1.0,1.4187149875365945
32.37053,-1.0,1.4187149875365945
32.53689,-1.0,1.4187149875365945
32.69698,-1.0,1.4187149875365945
32.85202,-1.0,1.4187149875365945
33.01984,-1.0,1.4187149875365945
33.18222,-1.0,1.4187149875365945
33.34511,-1.0,1.4187149875365945
33.51115,-1.0,1.4187149875365945
33.68065,-1.0,1.4187149875365945
33.84385,-1.0,1.4187149875365945
34.00638,-1.0,1.4187149875365945
34.17265,-1.0,1.4187149875365945
34.34704,-1.0,1.4187149875365945
34.51633,-1.0,1.4187149875365945
34.67894,-1.0,1.4187149875365945
34.83847,-1.0,1.4187149875365945
35.01178,-1.0,1.4187149875365945
35.18521,-1.0,1.4187149875365945
35.353,-1.0,1.4187149875365945
35.52195,-1.0,1.4187149875365945
35.71481,-1.0,1.4187149875365945
35.88751,-1.0,1.4187149875365945
36.0574,-1.0,1.4187149875365945
36.21919,-1.0,1.4187149875365945
36.39293,-1.0,1.4187149875365945
36.56443,-1.0,1.4187149875365945
36.73093,-1.0,1.4187149875365945
36.89457,-1.0,1.4187149875365945
37.06629,-1.0,1.4187149875365945
37.23684,-1.0,1.4187149875365945
37.40113,-1.0,0.11206656204070582
37.56699,-1.0,0.11206656204070582
47.4197,1.0,-1.1945818634551828
47.60744,1.0,-1.1945818634551828
47.79396,1.0,-1.1945818634551828
47.98523,1.0,-1.1945818634551828
48.17451,1.0,-1.1945818634551828
48.36805,1.0,-1.1945818634551828
48.58418,1.0,-1.1945818634551828
48.7677,1.0,0.11206656204070582
48.96248,1.0,0.11206656204070582
49.1601,1.0,1.4187149875365945
49.35133,1.0,1.4187149875365945
49.53522,1.0,1.4187149875365945
49.73002,1.0,-1.1945818634551828
49.92267,1.0,1.4187149875365945
50.11414,1.0,1.4187149875365945
50.30088,1.0,1.4187149875365945
50.49758,1.0,1.4187149875365945
50.69423,1.0,1.4187149875365945
50.89156,1.0,1.4187149875365945
51.08501,1.0,1.4187149875365945
51.27836,1.0,1.4187149875365945
51.47305,1.0,1.4187149875365945
51.6701,1.0,1.4187149875365945
51.8543,1.0,1.4187149875365945
52.04679,1.0,1.4187149875365945
52.239,1.0,1.4187149875365945
52.43764,1.0,1.4187149875365945
52.62545,1.0,1.4187149875365945
52.81569,1.0,1.4187149875365945
53.00896,1.0,1.4187149875365945
53.20613,1.0,1.4187149875365945
53.39415,1.0,1.4187149875365945
53.59377,1.0,1.4187149875365945
53.78531,1.0,1.4187149875365945
53.98304,1.0,1.4187149875365945
54.1759,1.0,1.4187149875365945
54.37853,1.0,1.4187149875365945
54.57417,1.0,1.4187149875365945
54.77176,1.0,1.4187149875365945
54.96973,1.0,1.4187149875365945
55.16412,1.0,1.4187149875365945
55.36687,1.0,1.4187149875365945
55.59545,1.0,1.4187149875365945
55.797,1.0,1.4187149875365945
56.00133,1.0,1.4187149875365945
56.20219,1.0,1.4187149875365945
56.40422,1.0,1.4187149875365945
56.60696,1.0,1.4187149875365945
64.37151,1.0,1.4187149875365945
64.59673,1.0,1.4187149875365945
64.81569,1.0,1.4187149875365945
65.03434,1.0,1.4187149875365945
65.25767,1.0,1.4187149875365945
65.48016,1.0,1.4187149875365945
65.69953,1.0,1.4187149875365945
65.9119,1.0,1.4187149875365945
66.13274,1.0,1.4187149875365945
66.3531,1.0,1.4187149875365945
66.58205,1.0,1.4187149875365945
66.80544,1.0,1.4187149875365945
67.02946,1.0,1.4187149875365945
67.26121,1.0,1.4187149875365945
67.49179,1.0,1.4187149875365945
67.71687,1.0,1.4187149875365945
67.94343,1.0,1.4187149875365945
68.16341,1.0,1.4187149875365945
68.39069,1.0,1.4187149875365945
68.61595,1.0,1.4187149875365945
68.83907,1.0,1.4187149875365945
69.06577,1.0,1.4187149875365945
69.29105,1.0,1.4187149875365945
69.51431,1.0,1.4187149875365945
77.55656,1.0,-1.1945818634551828
77.79893,1.0,-1.1945818634551828
78.04377,1.0,-1.1945818634551828
81.36423,1.0,0.11206656204070582
81.61217,1.0,0.11206656204070582
81.86367,1.0,0.11206656204070582
82.11204,1.0,0.11206656204070582
82.3745,1.0,1.4187149875365945
82.63107,1.0,1.4187149875365945
82.88694,1.0,1.4187149875365945
83.13857,1.0,1.4187149875365945
83.39321,1.0,1.4187149875365945
83.64373,1.0,1.4187149875365945
83.89582,1.0,1.4187149875365945
84.14519,1.0,1.4187149875365945
84.3961,1.0,1.4187149875365945
84.64727,1.0,1.4187149875365945
85.89145,1.0,1.4187149875365945
86.14787,1.0,1.4187149875365945
86.40044,1.0,1.4187149875365945
99.77069,1.0,1.4187149875365945
100.0496,1.0,1.4187149875365945
100.3208,1.0,1.4187149875365945
100.5988,1.0,1.4187149875365945
100.8708,1.0,1.4187149875365945
101.1486,1.0,1.4187149875365945
101.4218,1.0,0.11206656204070582
101.6993,1.0,-1.1945818634551828
101.9684,1.0,-1.1945818634551828
102.2496,1.0,-1.1945818634551828
102.5272,1.0,-1.1945818634551828
102.7986,1.0,-1.1945818634551828
103.082,1.0,-1.1945818634551828
103.3603,1.0,-1.1945818634551828
103.6331,1.0,-1.1945818634551828
103.9145,1.0,-1.1945818634551828
104.1943,1.0,-1.1945818634551828
104.464,1.0,-1.1945818634551828
104.7377,1.0,-1.1945818634551828
105.023,1.0,-1.1945818634551828
105.3148,1.0,-1.1945818634551828
105.6044,1.0,-1.1945818634551828
105.8874,1.0,-1.1945818634551828
106.1712,1.0,-1.1945818634551828
115.065,1.0,-1.1945818634551828
115.3598,1.0,-1.1945818634551828
115.6518,1.0,-1.1945818634551828
115.9513,1.0,-1.1945818634551828
116.2498,1.0,-1.1945818634551828
116.5488,1.0,0.11206656204070582
116.8716,1.0,0.11206656204070582
117.1784,1.0,0.11206656204070582
117.4799,1.0,0.11206656204070582
117.7777,1.0,1.4187149875365945
118.0759,1.0,1.4187149875365945
118.376,1.0,1.4187149875365945
118.683,1.0,1.4187149875365945
118.986,1.0,1.4187149875365945
119.2872,1.0,1.4187149875365945
119.6021,1.0,1.4187149875365945
119.8984,1.0,1.4187149875365945
120.193,1.0,1.4187149875365945
120.494,1.0,1.4187149875365945
120.798,1.0,1.4187149875365945
121.1056,1.0,1.4187149875365945
121.4188,1.0,1.4187149875365945
121.7194,1.0,1.4187149875365945
122.0205,1.0,1.4187149875365945
122.3373,1.0,1.4187149875365945
122.6497,1.0,1.4187149875365945
122.969,1.0,1.4187149875365945
123.2779,1.0,1.4187149875365945
123.5815,1.0,0.11206656204070582
123.8818,1.0,-1.1945818634551828
124.1844,1.0,-1.1945818634551828
124.5053,1.0,-1.1945818634551828
124.8151,1.0,-1.1945818634551828
125.1305,1.0,-1.1945818634551828
125.4484,1.0,-1.1945818634551828
125.766,1.0,-1.1945818634551828
