Time,Performance,Labeling
126.073,1.0,-1.1945818634551828
126.3918,1.0,-1.1945818634551828
126.7102,1.0,-1.1945818634551828
127.0243,1.0,-1.1945818634551828
127.3598,1.0,-1.1945818634551828
127.6791,1.0,-1.1945818634551828
127.9845,1.0,-1.1945818634551828
136.6814,1.0,-1.1945818634551828
137.0121,1.0,-1.1945818634551828
137.3498,1.0,-1.1945818634551828
137.6829,1.0,-1.1945818634551828
138.0195,1.0,-1.1945818634551828
138.3545,1.0,0.11206656204070582
138.7327,1.0,0.11206656204070582
139.0721,1.0,0.11206656204070582
139.4075,1.0,0.11206656204070582
139.7411,1.0,0.11206656204070582
140.0757,1.0,0.11206656204070582
140.4227,1.0,0.11206656204070582
140.7645,1.0,0.11206656204070582
141.0983,1.0,0.11206656204070582
141.4423,1.0,0.11206656204070582
141.7791,1.0,0.11206656204070582
142.117,1.0,0.11206656204070582
142.4575,1.0,0.11206656204070582
142.7948,1.0,0.11206656204070582
151.4906,1.0,-1.1945818634551828
151.846,1.0,-1.1945818634551828
152.1963,1.0,-1.1945818634551828
152.5412,1.0,-1.1945818634551828
152.8962,1.0,-1.1945818634551828
153.2486,1.0,-1.1945818634551828
153.6066,1.0,-1.1945818634551828
153.9549,1.0,-1.1945818634551828
154.3051,1.0,-1.1945818634551828
154.6573,1.0,-1.1945818634551828
155.0185,1.0,-1.1945818634551828
155.3752,1.0,-1.1945818634551828
155.737,1.0,-1.1945818634551828
156.0962,1.0,-1.1945818634551828
156.4525,1.0,-1.1945818634551828
156.8158,1.0,-1.1945818634551828
157.1808,1.0,-1.1945818634551828
157.5444,1.0,-1.1945818634551828
157.8991,1.0,-1.1945818634551828
158.2581,1.0,-1.1945818634551828
158.6214,1.0,-1.1945818634551828
173.7667,1.0,1.4187149875365945
174.1432,1.0,1.4187149875365945
174.5311,1.0,1.4187149875365945
174.9554,1.0,1.4187149875365945
175.3366,1.0,1.4187149875365945
175.7221,1.0,1.4187149875365945
176.1155,1.0,0.11206656204070582
176.5078,1.0,0.11206656204070582
176.8963,1.0,0.11206656204070582
177.2813,1.0,0.11206656204070582
177.6793,1.0,0.11206656204070582
178.0635,1.0,0.11206656204070582
178.4531,1.0,0.11206656204070582
178.8435,1.0,0.11206656204070582
179.2362,1.0,0.11206656204070582
179.9994,1.0,0.11206656204070582
181.1678,1.0,0.11206656204070582
188.9058,1.0,0.11206656204070582
189.3119,1.0,0.11206656204070582
189.7264,1.0,0.11206656204070582
190.1432,1.0,0.11206656204070582
190.5587,1.0,0.11206656204070582
190.9808,1.0,0.11206656204070582
191.3936,1.0,0.11206656204070582
191.8236,1.0,-1.1945818634551828
192.2467,1.0,-1.1945818634551828
192.6739,1.0,-1.1945818634551828
193.0912,1.0,-1.1945818634551828
193.5125,1.0,-1.1945818634551828
193.9297,1.0,-1.1945818634551828
194.3489,1.0,-1.1945818634551828
194.7683,1.0,-1.1945818634551828
195.194,1.0,-2.5012302889510716
196.0363,1.0,-1.1945818634551828
207.4568,1.0,0.11206656204070582
207.9016,1.0,0.11206656204070582
208.3377,1.0,0.11206656204070582
208.7899,1.0,0.11206656204070582
209.2336,1.0,0.11206656204070582
209.6905,1.0,0.11206656204070582
210.1403,1.0,0.11206656204070582
210.594,1.0,0.11206656204070582
211.0453,1.0,0.11206656204070582
211.4989,1.0,0.11206656204070582
211.9532,1.0,0.11206656204070582
212.3973,1.0,0.11206656204070582
212.8401,1.0,0.11206656204070582
213.2876,1.0,0.11206656204070582
213.7399,1.0,0.11206656204070582
214.1855,1.0,0.11206656204070582
214.6313,1.0,0.11206656204070582
215.0785,1.0,0.11206656204070582
215.5371,1.0,-1.1945818634551828
215.9817,1.0,-1.1945818634551828
216.4302,1.0,-1.1945818634551828
216.9223,1.0,-1.1945818634551828
217.3781,1.0,-1.1945818634551828
217.837,1.0,-1.1945818634551828
218.3001,1.0,-1.1945818634551828
218.7589,1.0,-1.1945818634551828
228.2599,1.0,-1.1945818634551828
228.75,1.0,-1.1945818634551828
229.2189,1.0,-1.1945818634551828
229.7125,1.0,-1.1945818634551828
230.2025,1.0,-1.1945818634551828
230.6928,1.0,-1.1945818634551828
231.1876,1.0,-1.1945818634551828
231.6814,1.0,-1.1945818634551828
232.203,1.0,-1.1945818634551828
232.7044,1.0,-1.1945818634551828
233.1939,1.0,-1.1945818634551828
233.6881,1.0,-1.1945818634551828
234.1683,1.0,-1.1945818634551828
234.6358,1.0,-1.1945818634551828
235.1297,1.0,-1.1945818634551828
235.6246,1.0,-1.1945818634551828
236.116,1.0,-1.1945818634551828
236.6111,1.0,-1.1945818634551828
237.09,1.0,-1.1945818634551828
249.8759,1.0,-1.1945818634551828
250.3937,1.0,-1.1945818634551828
250.9044,1.0,-1.1945818634551828
251.4279,1.0,-1.1945818634551828
251.9413,1.0,-1.1945818634551828
252.4692,1.0,-1.1945818634551828
252.993,1.0,-1.1945818634551828
253.517,1.0,-1.1945818634551828
254.0388,1.0,-1.1945818634551828
254.5546,1.0,-1.1945818634551828
255.0777,1.0,-1.1945818634551828
255.6078,1.0,-1.1945818634551828
263.386,1.0,-1.1945818634551828
263.9337,1.0,-1.1945818634551828
264.4729,1.0,-1.1945818634551828
265.0731,1.0,-1.1945818634551828
265.6214,1.0,-1.1945818634551828
266.1739,1.0,-1.1945818634551828
266.7236,1.0,-1.1945818634551828
267.2799,1.0,0.11206656204070582
267.8338,1.0,0.11206656204070582
268.3893,1.0,0.11206656204070582
268.9398,1.0,0.11206656204070582
269.4901,1.0,0.11206656204070582
270.0479,1.0,0.11206656204070582
270.5995,1.0,0.11206656204070582
271.1481,1.0,0.11206656204070582
279.2863,1.0,-1.1945818634551828
279.8499,1.0,-1.1945818634551828
280.421,1.0,-1.1945818634551828
280.9964,1.0,-1.1945818634551828
281.572,1.0,-1.1945818634551828
282.1511,1.0,-1.1945818634551828
282.7691,1.0,-1.1945818634551828
283.3485,1.0,-1.1945818634551828
283.9227,1.0,-1.1945818634551828
284.5007,1.0,-1.1945818634551828
285.0801,1.0,-1.1945818634551828
285.6573,1.0,-1.1945818634551828
294.1396,1.0,-1.1945818634551828
294.7101,1.0,-1.1945818634551828
295.3105,1.0,-1.1945818634551828
295.9097,1.0,-1.1945818634551828
296.5109,1.0,-1.1945818634551828
297.1189,1.0,-1.1945818634551828
297.7134,1.0,-1.1945818634551828
298.31,1.0,-1.1945818634551828
298.9025,1.0,-1.1945818634551828
299.5005,1.0,-1.1945818634551828
300.1004,1.0,-1.1945818634551828
309.5864,1.0,-1.1945818634551828
310.1972,1.0,-1.1945818634551828
310.8102,1.0,-1.1945818634551828
311.4251,1.0,-1.1945818634551828
312.0456,1.0,-1.1945818634551828
312.6645,1.0,-1.1945818634551828
313.2908,1.0,-1.1945818634551828
313.9149,1.0,-1.1945818634551828
315.755,1.0,0.11206656204070582
316.3793,1.0,0.11206656204070582
316.9997,1.0,0.11206656204070582
317.6153,1.0,0.11206656204070582
318.2399,1.0,0.11206656204070582
318.8694,1.0,0.11206656204070582
319.5418,1.0,0.11206656204070582
320.1666,1.0,0.11206656204070582
328.8246,1.0,-1.1945818634551828
329.4688,1.0,-1.1945818634551828
330.1151,1.0,-1.1945818634551828
330.7665,1.0,-1.1945818634551828
331.424,1.0,-1.1945818634551828
332.0822,1.0,-1.1945818634551828
332.7323,1.0,-1.1945818634551828
333.3896,1.0,-1.1945818634551828
334.6946,1.0,-1.1945818634551828
343.1826,1.0,0.11206656204070582
343.8556,1.0,0.11206656204070582
344.5298,1.0,0.11206656204070582
345.2092,1.0,0.11206656204070582
345.8857,1.0,0.11206656204070582
346.5577,1.0,0.11206656204070582
347.2338,1.0,0.11206656204070582
347.9119,1.0,0.11206656204070582
348.5952,1.0,0.11206656204070582
354.6169,1.0,-1.1945818634551828
355.3074,1.0,-1.1945818634551828
356.0016,1.0,-1.1945818634551828
359.4666,1.0,-1.1945818634551828
360.164,1.0,-1.1945818634551828
360.8479,1.0,-1.1945818634551828
361.54,1.0,-1.1945818634551828
362.922,1.0,-1.1945818634551828
363.6224,1.0,-1.1945818634551828
364.3198,1.0,-1.1945818634551828
376.1394,1.0,0.11206656204070582
376.8568,1.0,0.11206656204070582
377.588,1.0,0.11206656204070582
378.3023,1.0,0.11206656204070582
379.0737,1.0,0.11206656204070582
379.7899,1.0,0.11206656204070582
381.2169,1.0,0.11206656204070582
389.7603,1.0,-1.1945818634551828
390.4873,1.0,-1.1945818634551828
391.226,1.0,-1.1945818634551828
391.9644,1.0,-1.1945818634551828
392.7054,1.0,-1.1945818634551828
393.4568,1.0,0.11206656204070582
394.1996,1.0,0.11206656204070582
394.9437,1.0,0.11206656204070582
395.6835,1.0,0.11206656204070582
396.4236,1.0,0.11206656204070582
397.1752,1.0,0.11206656204070582
