Time,Acc_X,Acc_Y,Acc_Z,GSR,Tmp,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,Performance,Labeling
10.20044,-0.0109830406943145,0.04399096549354652,0.9316931606434189,-0.5293117777146018,-1.0888198226201404,0.17546042053213937,-0.6725526451125051,-0.7517910998394105,0.20844062669507615,-0.6939029888266512,-0.7409120657878772,0.20469844712170907,-0.6873041134031151,-0.7439833385464123,0.20320687681347738,-0.6447952432652115,-0.7480179437581895,0.1695007090874178,-0.6240384734597355,-0.7628804424030114,0.3453243014387242,-0.7136229037110248,-0.7345113026458295,0.1603093869044964,-0.716186961063751,-0.7040189577484904,0.33562625645702987,-0.7214092282132533,-0.5808890393096441,0.09604036348369235,-0.7247695919221098,-0.5370382155342429,-0.1699979075964945,-0.6539405312257934,-0.5920185856202977,0.39372533967762086,-0.581203357187539,-0.6445540922229652,-0.24679115843973043,-0.66672085744926,-0.44913884507199614,0.32552392086078535,-0.7330828630996695,-0.4926107414865984,0.16154832297299523,-0.5889090035375902,-0.7897918610503598,0.1906432972346429,-0.5625116789306704,-0.7856869294470301,,,,,,,,,,,,,-1.0,1.0
10.31717,0.03834275843181071,-0.005882645220408854,1.152084749307319,-0.5173205197906345,-1.0888198226201404,0.15998653967021456,-0.6758216298649367,-0.7579405187272273,0.16892997817737437,-0.693910239791662,-0.7407961786364968,0.17115072314896979,-0.6873355174884164,-0.7439491173063705,0.18611794950587393,-0.6390488193176922,-0.7498377894327118,0.16516835286063147,-0.5988901185168596,-0.7653101776193806,0.29013407927404994,-0.7316158351804867,-0.7306298375423856,0.12986427033008138,-0.7293883072946933,-0.7059013764266858,0.31317186816225634,-0.7076862043715394,-0.6229198647815795,0.02302550890618654,-0.7396354764567684,-0.6070527977075918,-0.14548245541116178,-0.680301088900824,-0.6451486354899638,0.5707442261940012,-0.4213371607136039,-0.7173287611361601,-0.21038170856395116,-0.7064608447547936,-0.506764294375865,0.537741415760285,-0.44816337590776467,-0.5909057964740505,0.1768712282290682,-0.5888467943067353,-0.7921603391209853,0.17622591081409994,-0.5856410072321863,-0.810820467185965,,,,,,,,,,,,,-1.0,1.0
10.43063,0.03431034348934029,-0.040493298863537676,1.0245289537507938,-0.5132716861492876,-1.0859363221828062,0.15568115405385785,-0.7029642926852955,-0.7645348689130963,0.14682453972118473,-0.6939105455748433,-0.7406772011610797,0.14241913529384995,-0.6890387502390392,-0.7452324138079435,0.1393575965724382,-0.6462837945124814,-0.7551025710419873,0.1602402038903148,-0.6047071859283708,-0.783989932249573,0.27502982165337914,-0.7262715414853704,-0.7490853093359076,0.11221995490637951,-0.7261935245044567,-0.7117981289046017,0.2754341213961239,-0.6997650395177102,-0.6540763420089053,-0.04618509147183547,-0.736182918851839,-0.6537395435743687,-0.15626215307309818,-0.6331311245129758,-0.6920005313185935,0.6205559537163582,-0.3447743264270005,-0.7455700204018108,-0.21665007469376055,-0.6429581127667959,-0.5588062070849241,0.6053244262262295,-0.31466217508271743,-0.6233098075496848,0.1837455580929328,-0.6026383242544135,-0.795082027098803,0.17831084426585858,-0.6348111176274606,-0.8203169063759668,,,,,,,,,,,,,-1.0,1.0
10.54487,-0.0561935201861675,-0.07751101072372168,1.432072834586497,-0.5124415021832861,-1.0785113736346268,0.1553398912415779,-0.6981039877482749,-0.7554660762450771,0.14463186593706637,-0.6939105813579816,-0.740355807461252,0.13930770511068155,-0.6925151434705985,-0.7480525550895831,0.1339862694434899,-0.6789237709370984,-0.7624617715328178,0.15865053026616513,-0.6355859421704881,-0.7855512390861786,0.2777929467144207,-0.7194585894050725,-0.7661322844523847,0.10533959853845769,-0.7186204973737829,-0.7179875599025766,0.27353911145178883,-0.6914571468961697,-0.6840072507989337,-0.08909754645210143,-0.7248969820214451,-0.6757492197531292,-0.17256696241571687,-0.6316983227031067,-0.7240296586044405,0.6377998531683333,-0.2978948426661037,-0.7637446857187931,-0.23742187867063042,-0.6429187400132108,-0.5925923165155096,0.6317831181381705,-0.23547941531019853,-0.6465249806658149,0.20206182218464744,-0.6448068834561985,-0.7881414771768138,0.1382966699248571,-0.6489835633078699,-0.8445035850754292,,,,,,,,,,,,,-1.0,1.0
10.66089,-0.39214737067749833,-0.5265717901639777,0.6309388362626379,-0.5222746244000663,-1.070970735236884,0.15521584861527143,-0.6870040773425385,-0.7499473669867802,0.1436797536571176,-0.6939105390688182,-0.7398428136711418,0.13941197021295587,-0.6926826319255384,-0.7477072316673415,0.13719203319995157,-0.685884763559735,-0.7610649601598294,0.1597746068632213,-0.640882064009341,-0.7852653878842529,0.2942813482604749,-0.6782795179596074,-0.7759069119942852,0.11590278400774441,-0.7074334550639046,-0.720380166820657,0.2461645886080812,-0.6594897458147762,-0.6847258394869893,-0.09756313492544685,-0.7121932346839848,-0.689460701777407,-0.22329428835987988,-0.6282925502515786,-0.703141033673595,0.6220801249078711,-0.23741583028125662,-0.7776275705077036,-0.29765325314636565,-0.6456884476415813,-0.566361120583877,0.6153537775983865,-0.13280839098288091,-0.6651722086674495,0.22162074334597578,-0.6540914508282621,-0.7918228656678512,0.1228301869976802,-0.6564691006821284,-0.847415331337336,,,,,,,,,,,,,-1.0,1.0
10.77534,0.714046076846487,-1.5118273908806996,-1.1334423479146118,-0.5332499197800146,-1.0635321378862317,0.1567224132831351,-0.6851008975626872,-0.7441554542998544,0.14331545722652766,-0.6939101291892348,-0.7392247488637805,0.14113490829643877,-0.6907660074400115,-0.7453490771262684,0.14432799585535647,-0.6577006089664441,-0.7586448846838861,0.1609656565654408,-0.6228675320450536,-0.7866713408067683,0.28329751311965695,-0.6651755474010472,-0.7820823908532225,0.12835787442668423,-0.6955978453348882,-0.7219027348594353,0.14471597001791878,-0.6515236564517813,-0.7321056686900573,-0.0858654993374503,-0.7021373588626346,-0.729769253477356,-0.3251176254462113,-0.6889367791685801,-0.7283883490382478,0.6789018804448592,-0.2264936056459261,-0.7999490715408536,-0.4090403059623986,-0.7315825013904358,-0.588061501281413,0.677795315918168,-0.11643321337931425,-0.6897784630671295,0.22766130415927152,-0.6501135873810545,-0.7988682018675255,0.1261095417502172,-0.6593142167372615,-0.8510650706741255,,,,,,,,,,,,,-1.0,1.0
10.88923,-1.2701508315004122,0.4491419344351363,2.6287720344939247,-0.5624617835219746,-1.0561299373422024,0.1592166600834671,-0.680515670873417,-0.7394844562515306,0.1432189244184219,-0.6939090459360502,-0.7390254229634062,0.14825399273860831,-0.695182085025227,-0.7494602924640362,0.17242170128157078,-0.6928886888581515,-0.7714221169460571,0.17195138895154324,-0.6603645427876581,-0.8080930920206509,0.2716987897225422,-0.6612782960362059,-0.7995536119567614,0.1349139042318081,-0.6838537376316379,-0.7225344726486344,0.1568771397356225,-0.6491071576790498,-0.7322526193420114,-0.050517252852809995,-0.6959371778932376,-0.7289646197516948,-0.2691267899300144,-0.678383887902565,-0.7489255847503787,0.7296453972710178,-0.22560278698063166,-0.7889792239472733,-0.3388646747741275,-0.7175267963301868,-0.613674166283307,0.7295322495607164,-0.11659995407093914,-0.6720939210748711,0.2014700807229267,-0.6393081005144237,-0.8022167398294443,0.14166990237288185,-0.6607977990424115,-0.8578880255173822,,,,,,,,,,,,,-1.0,1.0
11.00522,0.41057706110617365,-1.1845728152342851,0.08204724170933611,-0.5922122802770011,-1.0485912487733722,0.16969913554598837,-0.6749550246041973,-0.7345137150129396,0.14324190842035198,-0.6939076568996843,-0.7389188067841365,0.15258697690689144,-0.6960271019913085,-0.7503391561287502,0.18669805062378453,-0.6655451626112383,-0.7823252274346417,0.17261040430634772,-0.6343991857718154,-0.8088217018777336,0.2621176845501192,-0.6592278217347199,-0.7884615077859495,0.14557153644740395,-0.68143541299485,-0.7226960056023284,0.16696014367990267,-0.6420621778326501,-0.7319058158033994,-0.046639165481089734,-0.6912961754962546,-0.6977474478910777,-0.2829935803390712,-0.6746830143665309,-0.7381379357358365,0.6879646908906605,-0.23174034578478325,-0.7743716150988451,-0.358924360663809,-0.7140494830462623,-0.6002782488813528,0.6817160613603821,-0.1286744635165848,-0.6574129594318701,0.23028469130623372,-0.6446099944472033,-0.8149344037961797,0.13329728485330378,-0.663273549153545,-0.856433699541722,,,,,,,,,,,,,-1.0,1.0
11.12314,0.561082064295234,-1.956816785732486,-1.9228023849661908,-0.6149478397672101,-1.0409271212103446,0.19713410327039815,-0.6746750852356573,-0.7330961795089698,0.14324650522073779,-0.6938932948492031,-0.7376239610127142,0.15285134306784917,-0.6911407758617015,-0.7443939934269156,0.18755852473195325,-0.6453769646355118,-0.7631242592125783,0.19077404621140334,-0.6086916129950232,-0.8010260424686927,0.2556166997278779,-0.6583150140347234,-0.7838256561818759,0.15404144937585024,-0.6795784952093754,-0.7200539022409188,0.20753419921489988,-0.6402328392531367,-0.6794400245361973,-0.022904876989243986,-0.6773642732360247,-0.6371971246006605,-0.3090100744260923,-0.6491016382807197,-0.6867794731771906,0.6726117756140475,-0.2674633862612774,-0.7405004872245006,-0.40098910496380785,-0.6790323863226516,-0.5470282203415479,0.6604972953165519,-0.19530377781432268,-0.6198946789314197,0.2557674242897616,-0.641838797678903,-0.8071663504754097,0.15237673310059754,-0.6590913734650317,-0.8567678850850654,,,,,,,,,,,,,-1.0,1.0
11.23973,-0.07168936911316946,-1.6181204334702277,1.3147420542462527,-0.6365311755390076,-1.0333494360630222,0.1967328574040825,-0.6760598927713236,-0.7330993018338683,0.14325052742107583,-0.693652519871081,-0.7362734894086294,0.1525419662889697,-0.6904865565939977,-0.7427187081757707,0.18654818655995814,-0.6454434938964532,-0.7600033835163581,0.19192437626568357,-0.6064882694254192,-0.7941578459267697,0.2518168864899734,-0.6576282661281585,-0.7715055527176055,0.1610732769406825,-0.6825956427739308,-0.7175541397991009,0.20294845190069374,-0.6392014604867718,-0.6800248881309752,-0.010870069914701632,-0.6856519363568747,-0.647884688416101,-0.3757890615323327,-0.6631457092235842,-0.6676975744792366,0.750827265997884,-0.2731370527604746,-0.7406684110919499,-0.48671451013295447,-0.6987334819016278,-0.5230791902541236,0.7471057416873784,-0.20295433742047375,-0.6170234679084524,0.26050348838519194,-0.6406087223718905,-0.8019948394766986,0.15466321188730112,-0.660690563768347,-0.8484086050356061,,,,,,,,,,,,,-1.0,1.0
11.35519,-0.22777026594137464,-1.5791358241107147,0.356085482819189,-0.6479776144028137,-1.025845194471874,0.2003073815368024,-0.6862610057387847,-0.7400652086826722,0.1463516438814759,-0.6931737187104555,-0.7344671950091153,0.16279868962854044,-0.6886081631688378,-0.7399421211996395,0.2162256952289716,-0.6397668765133699,-0.7543203566731137,0.2191888594851337,-0.5996653690320906,-0.7752170967209057,0.25941806180270016,-0.6557309217771983,-0.7681486099254378,0.1762809851105458,-0.6877559129390695,-0.7085450791242704,0.2010639179335714,-0.63862529580279,-0.6743378979003481,0.026130809075165063,-0.6951563178828477,-0.6429898332516613,-0.4093854414927413,-0.6237825388607273,-0.6372350574601594,0.7900583362447172,-0.2761794712020468,-0.7168550390679874,-0.5299302241801496,-0.6443269599007854,-0.48622023135239734,0.785540980805555,-0.20564436145078377,-0.5795557284234943,0.3031419258548793,-0.641042904323323,-0.798945250601118,0.175584678419499,-0.6541372970199641,-0.819082276451949,,,,,,,,,,,,,-1.0,1.0
11.47114,0.41928290215628994,-1.0646445772568414,1.099041678275355,-0.6562529935798661,-1.0183091056749556,0.20322034499588748,-0.691861696765277,-0.7534162699491384,0.1557543990710234,-0.6918609622362315,-0.732908126532546,0.186355765686639,-0.6847627881896915,-0.7368419879540202,0.2784845361801053,-0.6306133678528125,-0.7461693636782804,0.2908350800340225,-0.5936613685098077,-0.7650212193391731,0.2804941182987572,-0.6568930606090174,-0.7683044239061402,0.18368050158082103,-0.6904532508155979,-0.7002189349962453,0.2132678355962048,-0.6408463886685223,-0.6642203455133027,0.08734220051780205,-0.6952837079821831,-0.6069530362090848,,,,0.7533975920355773,-0.269155941725337,-0.7048758806500544,,,,0.7341411765745252,-0.19327362120193245,-0.570588308246146,0.3592448805305867,-0.6390781828931704,-0.7917227023141812,0.267261817078855,-0.6447666086115518,-0.8186026583110398,,,,,,,,,,,,,-1.0,1.0
11.59538,1.4374080411100514,-0.6614549979527341,1.4050976528154178,-0.6578635585873263,-1.0102342141516405,0.20422433320129774,-0.6968821127436847,-0.7566915887677825,0.17299297511854364,-0.6910640587357655,-0.730568751236683,0.20355836805257913,-0.682704715282689,-0.7335598599318145,0.2966081338324286,-0.6313946770059371,-0.7382993293138994,0.3121491368059473,-0.6073979473045724,-0.7620244423363751,0.3051949694610273,-0.6647907426758602,-0.7675762635210744,0.19944895018160191,-0.6942843388918568,-0.6905061664043325,0.2734493457323548,-0.6419029000274271,-0.6558118292084844,0.07928761670323958,-0.6978724908237887,-0.6040337858019601,,,,0.8217418077247258,-0.26467276044244664,-0.6885200959604965,,,,0.8128206176414142,-0.18467716293823902,-0.544728155319253,0.36404598287676465,-0.6505217953752742,-0.7868516813764797,0.3151447456020725,-0.6710927073804485,-0.8163252457193679,,,,,,,,,,,,,-1.0,1.0
11.7138,1.751860042390715,-0.22493728813241434,1.2500960730840571,-0.6552223879129174,-1.007573061267912,0.2058858055621074,-0.6886478500402616,-0.750584321266097,0.24692044272621916,-0.6875398522706332,-0.7280980371692556,0.2624026290519598,-0.6807290212081432,-0.7319436840952876,0.31438002098809653,-0.6419154766844625,-0.7370142628507503,0.3199201601442243,-0.6238186451822628,-0.7606759703620732,0.3607249031896337,-0.6742349139081645,-0.7656123902791492,0.2774370144358668,-0.6945846617304992,-0.6897736704360968,0.2984523257915018,-0.6552687268976647,-0.6559529018343603,0.14596635454998638,-0.6990987396602837,-0.6127342968192736,,,,0.8194323616108913,-0.2710836248371069,-0.708236125618697,,,,0.7994289224924339,-0.19559424364680747,-0.5743788844080686,0.38222470706116035,-0.6591021799073485,-0.7839376982720214,0.3054148793663789,-0.6831941919572286,-0.80449724350243,,,,,,,,,,,,,-1.0,1.0
11.83431,1.1537695110025723,-0.24555872099247847,1.1331035326896315,-0.6559406524838443,-1.007573061267912,0.21831219786317843,-0.6689508945460313,-0.7309854878775077,0.3051768432179983,-0.6821632665946955,-0.7237159576850627,0.3087954717720953,-0.676802957885604,-0.7286288903439507,0.32755976354592836,-0.6453422252184686,-0.7360388894234405,0.3247754423761236,-0.6264559519125755,-0.7599054149481863,0.4134478281445326,-0.6676692157411995,-0.7585637360432049,0.3230749890628006,-0.686107053725764,-0.6914321820497662,0.29550395882088787,-0.6562501546363559,-0.6563290955033632,0.13651878488589633,-0.6802424635102848,-0.6122812814899886,,,,0.8697568894684286,-0.2641903851651851,-0.6927111221680983,,,,0.8579313174522637,-0.18875211031946565,-0.5491468841022941,0.3886741558935011,-0.6596421816844623,-0.77712042632378,0.3060709624698704,-0.6894231766606178,-0.7955144598697889,,,,,,,,,,,,,-1.0,1.0
11.95602,2.0875945540490837,0.057656958075728855,0.8505081002984244,-0.6594697568386837,-1.007573061267912,0.3193073547860828,-0.6492203191324951,-0.7154893894056953,0.34200928091081134,-0.6724192968494009,-0.7164923252490255,0.3403302525408186,-0.6656946242095307,-0.7202680191973364,0.3437954057963954,-0.6232289476186672,-0.7260744361775044,0.33422025755863516,-0.6065066148068486,-0.7560604055744566,0.42762226733565634,-0.6705140313757005,-0.7344434232878998,0.35183610233038165,-0.6756989219959577,-0.6897384850402425,0.3659071430641384,-0.6486990672076798,-0.6586244646868874,0.12778555116319343,-0.6613963531537493,-0.6077674825411568,,,,0.8771774739692939,-0.2613979413490782,-0.685980026512869,,,,0.8677448662217677,-0.18910953850417223,-0.5394767031381007,0.3576071960527432,-0.6413847344268878,-0.7742049022446496,0.3652918768486575,-0.6839261612603773,-0.7911715949616208,,,,,,,,,,,,,-1.0,1.0
