Time,UnixTime,Tmp
-1.20282626152039,1631604267.36886,30.65
-0.952816247940063,1631604267.61887,30.65
-0.702806234359741,1631604267.86888,30.65
-0.452786207199097,1631604268.1189,30.65
-0.202776193618774,1631604268.36891,30.63
0.0472338199615479,1631604268.61892,30.63
0.29724383354187,1631604268.86893,30.63
0.547253847122192,1631604269.11894,30.63
1.79731369018555,1631604270.369,30.63
2.04732370376587,1631604270.61901,30.63
2.29733371734619,1631604270.86902,30.63
2.54734373092651,1631604271.11903,30.63
4.54744362831116,1631604273.11913,30.63
6.29752373695374,1631604274.86921,30.63
6.54753375053406,1631604275.11922,30.63
8.54762363433838,1631604277.11931,30.65
10.5477237701416,1631604279.11941,30.63
12.047783613205,1631604280.61947,30.63
12.2978036403656,1631604280.86949,30.63
12.5478136539459,1631604281.1195,30.63
14.5479037761688,1631604283.11959,30.63
15.7979636192322,1631604284.36965,30.65
16.0479736328125,1631604284.61966,30.65
16.2979836463928,1631604284.86967,30.65
16.5479936599731,1631604285.11968,30.65
17.5480437278748,1631604286.11973,30.63
17.7980537414551,1631604286.36974,30.67
18.0480637550354,1631604286.61975,30.67
18.2980737686157,1631604286.86976,30.67
18.5480937957764,1631604287.11978,30.67
19.7981436252594,1631604288.36983,30.65
20.0481536388397,1631604288.61984,30.65
20.2981736660004,1631604288.86986,30.65
20.5481836795807,1631604289.11987,30.65
21.7982437610626,1631604290.36993,30.65
22.0482537746429,1631604290.61994,30.65
22.2982637882233,1631604290.86995,30.65
22.5482738018036,1631604291.11996,30.65
23.7983336448669,1631604292.37002,30.65
24.0483436584473,1631604292.62003,30.65
24.2983536720276,1631604292.87004,30.65
24.5483636856079,1631604293.12005,30.65
24.7983736991882,1631604293.37006,30.69
25.0483937263489,1631604293.62008,30.69
25.2984037399292,1631604293.87009,30.69
25.5484137535095,1631604294.1201,30.69
25.7984237670898,1631604294.37011,30.67
26.0484337806702,1631604294.62012,30.67
26.2984437942505,1631604294.87013,30.67
26.5484638214111,1631604295.12015,30.67
27.7985136508942,1631604296.3702,30.69
28.0485336780548,1631604296.62022,30.69
28.2985436916351,1631604296.87023,30.69
28.5485537052155,1631604297.12024,30.69
30.0486238002777,1631604298.62031,30.69
30.298633813858,1631604298.87032,30.69
30.5486438274384,1631604299.12033,30.69
31.7987036705017,1631604300.37039,30.71
32.048713684082,1631604300.6204,30.71
32.2987236976624,1631604300.87041,30.71
32.5487337112427,1631604301.12042,30.71
32.7987537384033,1631604301.37044,30.71
33.0487637519836,1631604301.62045,30.71
33.298773765564,1631604301.87046,30.71
33.5487837791443,1631604302.12047,30.71
33.7987937927246,1631604302.37048,30.71
34.0488038063049,1631604302.62049,30.71
34.2988138198853,1631604302.8705,30.71
34.5488338470459,1631604303.12052,30.71
34.7988436222076,1631604303.37053,30.71
35.048853635788,1631604303.62054,30.71
35.2988636493683,1631604303.87055,30.71
35.5488736629486,1631604304.12056,30.71
35.7988836765289,1631604304.37057,30.71
36.0489037036896,1631604304.62059,30.71
36.2989137172699,1631604304.8706,30.71
36.5489237308502,1631604305.12061,30.71
37.7989838123322,1631604306.37067,30.71
38.0489938259125,1631604306.62068,30.71
38.2990038394928,1631604306.87069,30.71
38.5490136146545,1631604307.1207,30.71
38.7990236282349,1631604307.37071,30.69
39.0490336418152,1631604307.62072,30.69
39.2990536689758,1631604307.87074,30.69
39.5490636825562,1631604308.12075,30.69
39.7990736961365,1631604308.37076,30.69
40.0490837097168,1631604308.62077,30.69
40.2990937232971,1631604308.87078,30.69
40.5491037368774,1631604309.12079,30.69
41.7991638183594,1631604310.37085,30.71
42.0491738319397,1631604310.62086,30.71
42.2991936206818,1631604310.87088,30.71
42.5492036342621,1631604311.12089,30.71
43.7992537021637,1631604312.37094,30.71
44.0492737293243,1631604312.62096,30.71
44.2992837429047,1631604312.87097,30.71
44.549293756485,1631604313.12098,30.71
45.7993538379669,1631604314.37104,30.73
46.0493636131287,1631604314.62105,30.73
46.299373626709,1631604314.87106,30.73
46.5493836402893,1631604315.12107,30.73
46.7993936538696,1631604315.37108,30.73
47.0494136810303,1631604315.6211,30.73
47.2994236946106,1631604315.87111,30.73
47.5494337081909,1631604316.12112,30.73
47.7994437217712,1631604316.37113,30.71
48.0494537353516,1631604316.62114,30.71
48.2994637489319,1631604316.87115,30.71
48.5494737625122,1631604317.12116,30.71
48.7994937896729,1631604317.37118,30.71
49.0495038032532,1631604317.62119,30.71
49.2995138168335,1631604317.8712,30.71
49.5495238304138,1631604318.12121,30.71
49.7995338439941,1631604318.37122,30.71
50.0495436191559,1631604318.62123,30.71
50.2995636463165,1631604318.87125,30.71
50.5495736598969,1631604319.12126,30.71
50.7995836734772,1631604319.37127,30.73
51.0495936870575,1631604319.62128,30.73
51.2996037006378,1631604319.87129,30.73
51.5496137142181,1631604320.1213,30.73
51.7996337413788,1631604320.37132,30.71
52.0496437549591,1631604320.62133,30.71
52.2996537685394,1631604320.87134,30.71
52.5496637821198,1631604321.12135,30.71
53.7997236251831,1631604322.37141,30.71
54.0497336387634,1631604322.62142,30.71
54.2997436523438,1631604322.87143,30.71
54.5497536659241,1631604323.12144,30.71
55.799813747406,1631604324.3715,30.73
56.0498237609863,1631604324.62151,30.73
56.2998337745667,1631604324.87152,30.73
56.549843788147,1631604325.12153,30.73
56.7998638153076,1631604325.37155,30.75
57.0498738288879,1631604325.62156,30.75
57.2998838424683,1631604325.87157,30.75
57.54989361763,1631604326.12158,30.75
57.7999036312103,1631604326.37159,30.73
58.0499136447906,1631604326.6216,30.73
