Time,UnixTime,Tmp
0.741644382476807,1631600906.21325,31.33
0.991654396057129,1631600906.46326,31.33
1.24166440963745,1631600906.71327,31.33
1.49167442321777,1631600906.96328,31.33
2.99174451828003,1631600908.46335,31.33
3.24176454544067,1631600908.71337,31.33
3.491774559021,1631600908.96338,31.33
4.74183440208435,1631600910.21344,31.35
4.99184441566467,1631600910.46345,31.35
5.241854429245,1631600910.71346,31.35
5.49186444282532,1631600910.96347,31.35
5.74187445640564,1631600911.21348,31.35
5.99188446998596,1631600911.46349,31.35
6.24189448356628,1631600911.7135,31.35
6.49191451072693,1631600911.96352,31.35
6.74192452430725,1631600912.21353,31.37
6.99193453788757,1631600912.46354,31.37
7.2419445514679,1631600912.71355,31.37
7.49195456504822,1631600912.96356,31.37
7.74196457862854,1631600913.21357,31.37
7.99198436737061,1631600913.46359,31.37
8.24199438095093,1631600913.7136,31.37
8.49200439453125,1631600913.96361,31.37
8.74201440811157,1631600914.21362,31.37
8.99202442169189,1631600914.46363,31.37
9.24203443527222,1631600914.71364,31.37
9.49205446243286,1631600914.96366,31.37
9.74206447601318,1631600915.21367,31.39
9.99207448959351,1631600915.46368,31.39
10.2420845031738,1631600915.71369,31.39
10.4920945167542,1631600915.9637,31.39
10.7421045303345,1631600916.21371,31.39
10.9921145439148,1631600916.46372,31.39
11.2421345710754,1631600916.71374,31.39
11.4921443462372,1631600916.96375,31.39
11.7421543598175,1631600917.21376,31.37
11.9921643733978,1631600917.46377,31.37
12.2421743869781,1631600917.71378,31.37
12.4921844005585,1631600917.96379,31.37
12.7422044277191,1631600918.21381,31.37
12.9922144412994,1631600918.46382,31.37
13.2422244548798,1631600918.71383,31.37
13.4922344684601,1631600918.96384,31.37
14.9923045635223,1631600920.46391,31.37
15.2423145771027,1631600920.71392,31.37
15.4923243522644,1631600920.96393,31.37
15.7423343658447,1631600921.21394,31.35
15.9923543930054,1631600921.46396,31.35
16.2423644065857,1631600921.71397,31.35
16.492374420166,1631600921.96398,31.35
16.7423844337463,1631600922.21399,31.35
16.9923944473267,1631600922.464,31.35
17.242404460907,1631600922.71401,31.35
17.4924244880676,1631600922.96403,31.35
17.7424345016479,1631600923.21404,31.35
17.9924445152283,1631600923.46405,31.35
18.2424545288086,1631600923.71406,31.35
18.4924645423889,1631600923.96407,31.35
18.7424745559692,1631600924.21408,31.33
18.9924943447113,1631600924.4641,31.33
19.2425043582916,1631600924.71411,31.33
19.4925143718719,1631600924.96412,31.33
20.7425744533539,1631600926.21418,31.35
20.9925844669342,1631600926.46419,31.35
21.2425944805145,1631600926.7142,31.35
21.4926044940948,1631600926.96421,31.35
21.7426145076752,1631600927.21422,31.33
21.9926245212555,1631600927.46423,31.33
22.2426445484161,1631600927.71425,31.33
22.4926545619965,1631600927.96426,31.33
22.7426645755768,1631600928.21427,31.35
22.9926743507385,1631600928.46428,31.35
23.2426843643188,1631600928.71429,31.35
23.4926943778992,1631600928.9643,31.35
23.7427043914795,1631600929.21431,31.37
23.9927244186401,1631600929.46433,31.37
24.2427344322205,1631600929.71434,31.37
24.4927444458008,1631600929.96435,31.37
24.7427544593811,1631600930.21436,31.35
24.9927644729614,1631600930.46437,31.35
25.2427744865417,1631600930.71438,31.35
25.4927945137024,1631600930.9644,31.35
25.7428045272827,1631600931.21441,31.33
25.992814540863,1631600931.46442,31.33
26.2428245544434,1631600931.71443,31.33
26.4928345680237,1631600931.96444,31.33
26.7428443431854,1631600932.21445,31.35
26.9928643703461,1631600932.46447,31.35
27.2428743839264,1631600932.71448,31.35
27.4928843975067,1631600932.96449,31.35
27.742894411087,1631600933.2145,31.35
27.9929044246674,1631600933.46451,31.35
28.2429144382477,1631600933.71452,31.35
28.4929344654083,1631600933.96454,31.35
28.7429444789886,1631600934.21455,31.35
28.992954492569,1631600934.46456,31.35
29.2429645061493,1631600934.71457,31.35
29.4929745197296,1631600934.96458,31.35
29.7429845333099,1631600935.21459,31.35
29.9929945468903,1631600935.4646,31.35
30.2430145740509,1631600935.71462,31.35
30.4930243492126,1631600935.96463,31.35
30.743034362793,1631600936.21464,31.33
30.9930443763733,1631600936.46465,31.33
31.2430543899536,1631600936.71466,31.33
31.4930644035339,1631600936.96467,31.33
33.4931645393372,1631600938.96477,31.37
34.9932343959808,1631600940.46484,31.33
35.2432444095612,1631600940.71485,31.33
35.4932544231415,1631600940.96486,31.33
35.7432644367218,1631600941.21487,31.33
35.9932744503021,1631600941.46488,31.33
36.2432844638824,1631600941.71489,31.33
36.4933044910431,1631600941.96491,31.33
36.7433145046234,1631600942.21492,31.33
36.9933245182037,1631600942.46493,31.33
37.2433345317841,1631600942.71494,31.33
37.4933445453644,1631600942.96495,31.33
39.4934344291687,1631600944.96504,31.33
39.7434544563293,1631600945.21506,31.33
39.9934644699097,1631600945.46507,31.33
40.24347448349,1631600945.71508,31.33
40.4934844970703,1631600945.96509,31.33
40.7434945106506,1631600946.2151,31.35
40.993504524231,1631600946.46511,31.35
41.2435245513916,1631600946.71513,31.35
41.4935345649719,1631600946.96514,31.35
41.7435445785522,1631600947.21515,31.35
41.993554353714,1631600947.46516,31.35
42.2435643672943,1631600947.71517,31.35
42.4935743808746,1631600947.96518,31.35
42.743584394455,1631600948.21519,31.35
42.9936044216156,1631600948.46521,31.35
43.2436144351959,1631600948.71522,31.35
43.4936244487762,1631600948.96523,31.35
43.7436344623566,1631600949.21524,31.35
43.9936444759369,1631600949.46525,31.35
44.2436544895172,1631600949.71526,31.35
44.4936745166779,1631600949.96528,31.35
