Time,UnixTime,Tmp
-0.757403135299683,1631600389.18931,29.69
-0.507383108139038,1631600389.43933,29.69
-0.257373094558716,1631600389.68934,29.69
-0.00736331939697266,1631600389.93935,29.69
0.24264669418335,1631600390.18936,29.71
0.492656707763672,1631600390.43937,29.71
0.742666721343994,1631600390.68938,29.71
0.992676734924316,1631600390.93939,29.71
1.24269676208496,1631600391.18941,29.69
1.49270677566528,1631600391.43942,29.69
1.74271678924561,1631600391.68943,29.69
1.99272680282593,1631600391.93944,29.69
2.24273681640625,1631600392.18945,29.73
2.49274682998657,1631600392.43946,29.73
2.74276685714722,1631600392.68948,29.73
2.99277687072754,1631600392.93949,29.73
3.24278688430786,1631600393.1895,29.71
3.49279689788818,1631600393.43951,29.71
3.74280667304993,1631600393.68952,29.71
3.99281668663025,1631600393.93953,29.71
4.24283671379089,1631600394.18955,29.73
4.49284672737122,1631600394.43956,29.73
4.74285674095154,1631600394.68957,29.73
4.99286675453186,1631600394.93958,29.73
5.24287676811218,1631600395.18959,29.71
5.4928867816925,1631600395.4396,29.71
5.74289679527283,1631600395.68961,29.71
5.99291682243347,1631600395.93963,29.71
6.24292683601379,1631600396.18964,29.71
6.49293684959412,1631600396.43965,29.71
6.74294686317444,1631600396.68966,29.71
6.99295687675476,1631600396.93967,29.71
7.24296689033508,1631600397.18968,29.73
7.49298667907715,1631600397.4397,29.73
7.74299669265747,1631600397.68971,29.73
7.99300670623779,1631600397.93972,29.73
8.24301671981812,1631600398.18973,29.73
8.49302673339844,1631600398.43974,29.73
8.74303674697876,1631600398.68975,29.73
8.99304676055908,1631600398.93976,29.73
9.24306678771973,1631600399.18978,29.73
9.49307680130005,1631600399.43979,29.73
9.74308681488037,1631600399.6898,29.73
9.99309682846069,1631600399.93981,29.73
10.243106842041,1631600400.18982,29.73
10.4931168556213,1631600400.43983,29.73
10.743136882782,1631600400.68985,29.73
10.9931468963623,1631600400.93986,29.73
11.2431569099426,1631600401.18987,29.73
11.4931666851044,1631600401.43988,29.73
11.7431766986847,1631600401.68989,29.73
11.993186712265,1631600401.9399,29.73
12.2432067394257,1631600402.18992,29.77
12.493216753006,1631600402.43993,29.77
12.7432267665863,1631600402.68994,29.77
12.9932367801666,1631600402.93995,29.77
13.2432467937469,1631600403.18996,29.75
13.4932568073273,1631600403.43997,29.75
13.7432668209076,1631600403.68998,29.75
13.9932868480682,1631600403.94,29.75
14.2432968616486,1631600404.19001,29.77
14.4933068752289,1631600404.44002,29.77
14.7433168888092,1631600404.69003,29.77
14.9933269023895,1631600404.94004,29.77
15.2433366775513,1631600405.19005,29.75
15.4933567047119,1631600405.44007,29.75
15.7433667182922,1631600405.69008,29.75
15.9933767318726,1631600405.94009,29.75
16.2433867454529,1631600406.1901,29.77
16.4933967590332,1631600406.44011,29.77
16.7434067726135,1631600406.69012,29.77
16.9934267997742,1631600406.94014,29.77
17.2434368133545,1631600407.19015,29.77
17.4934468269348,1631600407.44016,29.77
17.7434568405151,1631600407.69017,29.77
17.9934668540955,1631600407.94018,29.77
18.2434768676758,1631600408.19019,29.75
18.4934868812561,1631600408.4402,29.75
18.7435069084167,1631600408.69022,29.75
18.9935166835785,1631600408.94023,29.75
20.2435767650604,1631600410.19029,29.77
20.4935867786407,1631600410.4403,29.77
20.7435967922211,1631600410.69031,29.77
20.9936068058014,1631600410.94032,29.77
22.4936769008636,1631600412.44039,29.77
22.7436866760254,1631600412.6904,29.77
22.9936966896057,1631600412.94041,29.77
23.243706703186,1631600413.19042,29.79
23.4937267303467,1631600413.44044,29.79
23.743736743927,1631600413.69045,29.79
23.9937467575073,1631600413.94046,29.79
24.2437567710876,1631600414.19047,29.77
24.493766784668,1631600414.44048,29.77
24.7437767982483,1631600414.69049,29.77
24.9937968254089,1631600414.94051,29.77
25.2438068389893,1631600415.19052,29.77
25.4938168525696,1631600415.44053,29.77
25.7438268661499,1631600415.69054,29.77
25.9938368797302,1631600415.94055,29.77
26.2438468933105,1631600416.19056,29.79
26.4938666820526,1631600416.44058,29.79
26.7438766956329,1631600416.69059,29.79
26.9938867092133,1631600416.9406,29.79
28.2439467906952,1631600418.19066,29.77
28.4939568042755,1631600418.44067,29.77
28.7439668178558,1631600418.69068,29.77
28.9939768314362,1631600418.94069,29.77
29.2439868450165,1631600419.1907,29.77
29.4939968585968,1631600419.44071,29.77
29.7440168857574,1631600419.69073,29.77
29.9940268993378,1631600419.94074,29.77
30.2440366744995,1631600420.19075,29.79
30.4940466880798,1631600420.44076,29.79
30.7440567016602,1631600420.69077,29.79
30.9940667152405,1631600420.94078,29.79
31.2440867424011,1631600421.1908,29.79
31.4940967559814,1631600421.44081,29.79
31.7441067695618,1631600421.69082,29.79
31.9941167831421,1631600421.94083,29.79
32.2441267967224,1631600422.19084,29.77
32.4941368103027,1631600422.44085,29.77
32.7441468238831,1631600422.69086,29.77
32.9941668510437,1631600422.94088,29.77
34.4942367076874,1631600424.44095,29.77
34.7442467212677,1631600424.69096,29.77
34.994256734848,1631600424.94097,29.77
36.24431681633,1631600426.19103,29.77
36.4943268299103,1631600426.44104,29.77
36.7443368434906,1631600426.69105,29.77
36.9943468570709,1631600426.94106,29.77
37.2443568706512,1631600427.19107,29.81
37.4943668842316,1631600427.44108,29.81
37.7443866729736,1631600427.6911,29.81
37.994396686554,1631600427.94111,29.81
38.2444067001343,1631600428.19112,29.79
38.4944167137146,1631600428.44113,29.79
38.7444267272949,1631600428.69114,29.79
38.9944367408752,1631600428.94115,29.79
39.2444567680359,1631600429.19117,29.79
