Time,UnixTime,Hr
93.8678050041199,1631600008.89415,85.32937
178.652985095978,1631600093.67933,85.3294
316.253104925156,1631600231.27945,106.6617
341.660535097122,1631600256.68688,127.9941
342.129304885864,1631600257.15565,127.9941
