Time,Acc_X,Acc_Y,Acc_Z,GSR,Tmp,Labeling
43.21667,0.09383183064295361,-0.27904536036177224,1.5392934435410541,-2.0981451825760473,-2.3177449606083633,2.0
43.23333,0.371787374954234,-0.20129944990557436,1.6520928821874956,-2.0981451825760473,-2.3177449606083633,2.0
43.25,0.27145513899462453,-0.3077627363853818,1.5933183032475875,-2.0981451825760473,-2.3177449606083633,2.0
43.26667,0.20346725407631236,-0.3478275486411495,1.5820977481388423,-2.0981451825760473,-2.3177449606083633,2.0
43.28333,0.3162733088137703,-0.01680712687808673,1.8366348068632636,-2.0981451825760473,-2.3177449606083633,2.0
43.3,0.4048747227259376,0.2686242997169921,2.0642413486030384,-2.0981451825760473,-2.3177449606083633,2.0
43.31667,0.42995778171585064,0.4342338564634299,2.220973559109527,-2.0981451825760473,-2.3177449606083633,2.0
43.33333,0.43489639908468447,0.6139837016573807,2.2754162317241056,-2.0981451825760473,-2.3177449606083633,2.0
43.35,0.40981334009477144,0.8150810205637695,2.17745860015755,-2.0980467599878327,-2.3177449606083633,2.0
43.36666,0.39793976514239665,0.9351646789975201,2.0486425497543608,-2.0974712092910894,-2.3177449606083633,2.0
43.38334,0.39793976514239665,0.9825100797435781,1.8918163187257764,-2.096894967657136,-2.3177449606083633,2.0
43.4,0.2835651981818676,0.8525691681224086,1.5309859149260951,-2.096319416960393,-2.3177449606083633,2.0
43.41667,0.1079837852524762,0.6278133411093859,1.0607892834066297,-2.0957435207950446,-2.3177449606083633,2.0
43.43333,0.06879044576375928,0.33899741484107376,0.8494201094421673,-2.0951679700983017,-2.3177449606083633,2.0
43.45,0.06879044576375928,0.03153533093536621,0.7123233557882448,-2.0945920739329535,-2.3177449606083633,2.0
43.46667,0.15918517794543718,-0.12680891897725327,0.6987444746405558,-2.0940161777676054,-2.3177449606083633,2.0
43.48333,0.2591345446662085,-0.2708053042512364,0.6957200437122715,-2.0934406270708625,-2.3177449606083633,2.0
43.5,0.3469252511308668,-0.4955611312641633,0.5781708858324552,-2.092864730905514,-2.3177449606083633,2.0
43.51667,0.4290307318312855,-0.7006550348152647,0.47246315980798065,-2.0922888347401662,-2.3177449606083633,2.0
43.53333,0.4791667561590445,-0.7952322981761397,0.43330361231191583,-2.091713284043423,-2.3177449606083633,2.0
43.55,0.48435358703629666,-0.8800760007201839,0.3616912104391916,-2.091137387878075,-2.3177449606083633,2.0
43.56667,0.3714798215816879,-0.9392222709867688,0.2049589999327031,-2.090561491712726,-2.3177449606083633,2.0
43.58333,0.23354969150066263,-0.9841147435847039,0.15036333648516517,-2.089985941015984,-2.3177449606083633,2.0
43.6,0.05796827857127125,-1.0077732516913378,0.24832096805172046,-2.089410044850635,-2.3177449606083633,2.0
43.61666,-0.02635044049013468,-0.9910187000213798,0.3376393018820506,-2.088834494153892,-2.3177449606083633,2.0
43.63334,-0.028441840274682724,-0.9377579008909915,0.41931537242652284,-2.0882582525199385,-2.3177449606083633,2.0
43.65,-0.03053073238562923,-0.884560963630039,0.5008935100327306,-2.0876827018231956,-2.3177449606083633,2.0
43.66667,-0.032620878333377346,-0.8313320954343458,0.5825206141081055,-2.0871068056578475,-2.3177449606083633,2.0
43.68333,-0.03470977044432285,-0.7781351581734159,0.6640987517142786,-2.0865312549611046,-2.3177449606083633,2.0
43.7,-0.03679991639207097,-0.724906289977723,0.7457258557896536,-2.085955358795756,-2.3177449606083633,2.0
43.71667,-0.038890062339818246,-0.6716774217820526,0.8273529598649935,-2.085379462630408,-2.3177449606083633,2.0
43.73333,-0.04097895445076475,-0.6184804845211,0.9089310974712014,-2.084803911933665,-2.3177449606083633,2.0
43.75,-0.04306910039851186,-0.5652516163254296,0.9905582015465413,-2.0842280157683164,-2.3177449606083633,2.0
43.76667,-0.04515924634625914,-0.5120227481297592,1.0721853056218815,-2.0836521196029683,-2.3177449606083633,2.0
43.78333,-0.04724813845720565,-0.45882581086880675,1.1537634432280894,-2.0830765689062254,-2.3177449606083633,2.0
43.8,-0.014236973547161252,-0.40396792536925363,1.2992136569134494,-2.0825006727408772,-2.3177449606083633,2.0
43.81667,0.11117832140240402,-0.3448216551026687,1.6126780779264263,-2.0819247765755287,-2.3177449606083633,2.0
43.83333,0.14620408762649212,-0.26204835342260124,1.6202749228660858,-2.0813492258787862,-2.3177449606083633,2.0
43.85,0.045871851666839915,-0.1437558128894314,1.1696698176599314,-2.0807733297134376,-2.3177449606083633,2.0
43.86666,-0.04122288436888253,-0.03796714017494802,0.8222025446293839,-2.080197779016695,-2.3177449606083633,2.0
43.88334,-0.11649308264282865,0.05669332883022,0.5674415534373168,-2.079621537382741,-2.3177449606083633,2.0
43.9,-0.29760216301224207,0.1666289571440983,0.3383870078508589,-2.079045986685998,-2.3177449606083633,2.0
43.91667,-0.535891223416416,0.28492149767726815,0.12288021840443723,-2.07847009052065,-2.3177449606083633,2.0
43.93333,-0.5603720120493595,0.3481801974830295,0.10473248754341546,-2.077894539823907,-2.3177449606083633,2.0
43.95,-0.5227474235644899,0.3954972136962974,0.14391554017003758,-2.0773186436585585,-2.3177449606083633,2.0
43.96667,-0.4851228350796363,0.410883514692146,0.07733174654159883,-2.0767427474932103,-2.3177449606083633,2.0
43.98333,-0.447336211413264,0.42200894651591253,0.0005512841128259962,-2.0761671967964674,-2.3177449606083633,2.0
44.0,-0.4021895985385331,0.4054490521138029,-0.01512093255381563,-2.0755913006311193,-2.3177449606083633,2.0
44.01667,-0.3570429856638022,0.38888915771169336,-0.03079314922045726,-2.075015404465771,-2.3177449606083633,2.0
44.03333,-0.3119234553402752,0.3723391972594311,-0.0464559644373925,-2.074439853769028,-2.3177449606083633,2.0
44.05,-0.2667768424655443,0.3557793028573216,-0.062128181104034126,-2.0738639576036797,-2.3177449606083633,2.0
44.06667,-0.2216302295907942,0.33921940845520504,-0.07780039777068241,-2.073288061438331,-2.3177449606083633,2.0
44.08333,-0.17651069926728655,0.3226694480029499,-0.09346321298761107,-2.0727125107415887,-2.3177449606083633,2.0
44.1,-0.13136408639253644,0.3061095536008333,-0.10913542965425935,-2.07213661457624,-2.3177449606083633,2.0
44.11666,-0.08624455606900941,0.2895595931485712,-0.12479824487119462,-2.0715610638794972,-2.3177449606083633,2.0
44.13334,-0.04107086064307466,0.2729897647966142,-0.1404798629875426,-2.070984822245544,-2.3177449606083633,2.0
44.15,-0.0008332465827672133,0.32092909431049443,-0.18411681288665388,-2.0704092715488005,-2.3177449606083633,2.0
44.16667,0.03679134190210237,0.4037338726837133,-0.24289139182658706,-2.0698333753834524,-2.3177449606083633,2.0
44.18333,0.0258707267244906,0.4407221074782143,-0.25615145394736305,-2.0692578246867095,-2.3177449606083633,2.0
44.2,0.0007876677345775468,0.4643806155848483,-0.25615145394736305,-2.0686819285213613,-2.3177449606083633,2.0
44.21667,-0.013018471250636768,0.5093120556298026,-0.23853541476380127,-2.0681060323560128,-2.3177449606083633,2.0
44.23333,-0.024951956499126245,0.5549014415748497,-0.21942468746321234,-2.06753048165927,-2.3177449606083633,2.0
44.25,-0.012410427004175063,0.5312429334682258,-0.21942468746321234,-2.0669545854939217,-2.3177449606083633,2.0
44.26667,-0.001741551245948722,0.48815513127432825,-0.21649935487331418,-2.0663786893285736,-2.3177449606083633,2.0
44.28333,-0.001741551245948722,0.33446707831290623,-0.1969195811252818,-2.0658031386318303,-2.3177449606083633,2.0
44.3,-0.01205081873140061,0.19366530379246266,-0.16122533686897478,-2.065227242466482,-2.3177449606083633,2.0
44.31667,-0.0496633548594517,0.08723612090200132,-0.08288433478100124,-2.064651346301134,-2.3177449606083633,2.0
44.33333,-0.07726840817632782,0.00441312599518969,-0.027988223823795698,-2.064075795604391,-2.3177449606083633,2.0
44.35,-0.08980993767128435,-0.04290389021807825,-0.008396697510484637,-2.0633936030929276,-2.3177449606083633,2.0
44.36666,-0.17450097185753602,-0.07781816027320174,-0.019558418150019415,-2.0621964579311616,-2.3177449606083633,2.0
44.38334,-0.3250896067530871,-0.10149086064623074,-0.05876497590716545,-2.0609978756203424,-2.3177449606083633,2.0
44.4,-0.5974795269513306,-0.13280544913902087,-0.23766248372464488,-2.0598007304585764,-2.3177449606083633,2.0
44.41667,-0.9361008233151568,-0.16829321129897182,-0.4923523257976887,-2.0586028667222833,-2.3177449606083633,2.0
44.43333,-1.032094161161069,-0.1671746116221523,-0.5499655858205689,-2.0574057215605177,-2.3177449606083633,2.0
44.45,-1.057177220150982,-0.15534535756883533,-0.5499655858205689,-2.056207857824224,-2.3177449606083633,2.0
44.46667,-0.8794113243970451,-0.02659314132429584,-0.3211100672671168,-2.0550099940879316,-2.3177449606083633,2.0
44.48333,-0.6779890467259243,0.11361614260140276,-0.07160306568293036,-2.0538128489261656,-2.3177449606083633,2.0
44.5,-0.4396999863218518,0.1845916669212744,-0.03242001305632494,-2.052614985189873,-2.3177449606083633,2.0
44.51667,-0.19769323231215605,0.24501202908604608,-0.001976719315019184,-2.0514171214535804,-2.3177449606083633,2.0
44.53333,0.06543657952056754,0.24501202908604608,-0.02155022103645132,-2.0502199762918143,-2.3177449606083633,2.0
44.55,0.3082126168776879,0.2224154436812216,0.08182838550660082,-2.0490221125555217,-2.3177449606083633,2.0
44.56667,0.4963355593020358,0.1396106653080027,0.5128419643994442,-2.047824248819228,-2.3177449606083633,2.0
44.58333,0.48485259890563487,0.04744740119532747,0.6864985179852993,-2.0466271036574626,-2.3177449606083633,2.0
44.6,0.1713143615317217,-0.05901588528452539,0.47099172853887766,-2.04539774488957,-2.3177449606083633,2.0
44.61666,-0.11582700572625632,-0.08507433101054987,0.0918478769866258,-2.0440164246546826,-2.3177449606083633,2.0
44.63334,-0.3793571167934708,-0.03772893026449187,-0.43744065273484567,-2.0426334461722147,-2.3177449606083633,2.0
44.65,-0.4313319170558583,0.04787553582896348,-0.6107274363761722,-2.0412521259373277,-2.3177449606083633,2.0
44.66667,-0.3686242695810757,0.15433882230881635,-0.5911359100628611,-2.03986997657865,-2.3177449606083633,2.0
44.68333,-0.23812802319908433,0.3338515443042781,-0.35964911245648146,-2.038488656343763,-2.3177449606083633,2.0
44.7,-0.08762966925960601,0.5349488632106668,-0.06577621775681554,-2.037106506985085,-2.3177449606083633,2.0
44.71667,0.07413053742443024,0.6192013833953881,0.12254166414865159,-2.0357243576264077,-2.3177449606083633,2.0
44.73333,0.2325098000525184,0.6861001651888211,0.2902963764614466,-2.0343430373915203,-2.3177449606083633,2.0
44.75,0.1948972639244917,0.5796709822984294,0.09444387124164072,-2.0329608880328434,-2.3177449606083633,2.0
44.76667,0.13508231574402182,0.4645118578837162,-0.12164808074879417,-2.031578738674166,-2.3177449606083633,2.0
44.78333,-0.052927775485074734,0.2990016470021848,-0.454504234465345,-2.0301974184392786,-2.3177449606083633,2.0
44.8,-0.217146258634062,0.16560186884874603,-0.7288800152986963,-2.028815269080601,-2.3177449606083633,2.0
44.81667,-0.31747849459371424,0.1182848526354781,-0.8464291731785627,-2.0274331197219233,-2.3177449606083633,2.0
44.83333,-0.39285157994619074,0.10387503591709304,-0.9327914389969532,-2.026051799487037,-2.3177449606083633,2.0
44.85,-0.43047616843106035,0.139362798077044,-0.9719744916235753,-2.0252208156392175,-2.3177449606083633,2.0
44.86666,-0.40917622356853905,0.24890490311002936,-0.8066614842270161,-2.0270625735569077,-2.3177449606083633,2.0
44.88334,-0.33388190612076346,0.4264501559077468,-0.45380246441270167,-2.0289065424684956,-2.3177449606083633,2.0
44.9,-0.20997553430356627,0.5195658524703942,-0.1647661063835479,-2.0307483003861857,-2.3177449606083633,2.0
44.91667,-0.059477180364087966,0.5668828686836621,0.0899237356894959,-2.032591163800826,-2.3177449606083633,2.0
44.93333,0.1006128184137065,0.5137188753512566,0.2385896621639166,-2.034432921718515,-2.3177449606083633,2.0
44.95,0.2636527018481414,0.43091409697803773,0.356138820043783,-2.0362757851331548,-2.3177449606083633,2.0
44.96667,0.20163143881491244,0.4118036109314852,0.19245255691867774,-2.038118648547794,-2.3177449606083633,2.0
44.98333,0.1152715253105386,0.3999851584103846,0.0017798561314636859,-2.0399604064654837,-2.3177449606083633,2.0
45.0,0.09018846632063622,0.38815590435707265,0.04096290875806911,-2.041803269880123,-2.3177449606083633,2.0
45.01667,0.0872156379288864,0.3676372683910473,0.11180680474542022,-2.043646133294762,-2.3177449606083633,2.0
45.03333,0.2125556987482841,0.296704320870391,0.36634386346984144,-2.0454878912124523,-2.3177449606083633,2.0
45.05,0.3277488263272929,0.23537041281828272,0.5784513690265775,-2.0473307546270916,-2.3177449606083633,2.0
45.06667,0.41553953279198863,0.19988265065833175,0.6764090005931327,-2.0491736180417313,-2.3177449606083633,2.0
45.08333,0.4436104669996583,0.1737959124899512,0.6500306590659043,-2.051015375959421,-2.3177449606083633,2.0
45.1,0.38090281952487565,0.16196665843663421,0.43452386961948275,-2.052244083800002,-2.3177449606083633,2.0
45.11666,0.2920842733652452,0.13781277351115873,0.18851078073442024,-2.0504944134188725,-2.3177449606083633,2.0
45.13334,0.17914279719358187,0.10230372295161523,-0.08593512356560203,-2.048742642593109,-2.3177449606083633,2.0
45.15,0.17176053180339768,0.06683724919128707,-0.22070235706313174,-2.0469929722119793,-2.3177449606083633,2.0
45.16667,0.2219266497832238,0.031349487031336117,-0.27947693600306495,-2.045242251608532,-2.3177449606083633,2.0
45.18333,0.001254069905559146,0.06886800659985667,-0.3533095718915809,-2.0434925812274027,-2.3177449606083633,2.0
45.2,-0.29964621911878236,0.12799533042787728,-0.43165057397953666,-2.0417418606239552,-2.3177449606083633,2.0
45.21667,-0.6680684262577938,0.059928387917673236,-0.703143234698995,-2.0399911400205086,-2.3177449606083633,2.0
45.23333,-1.022293450598366,-0.024560468931716345,-0.9824827072449065,-2.038241469639379,-2.3177449606083633,2.0
45.25,-0.35759238736595356,-0.19017002567808353,-0.5906521809788523,-2.036490749035932,-2.3177449606083633,2.0
45.26667,0.23370925240737697,-0.3263564820106777,-0.25615145394736305,-2.0347400284324855,-2.3177449606083633,2.0
45.28333,0.39665133147259396,-0.2908900082503495,-0.25615145394736305,-2.032990358051356,-2.3177449606083633,2.0
45.3,0.51549309349191,-0.22012781657826044,-0.2508404304084504,-2.0312396374479094,-2.3177449606083633,2.0
45.31667,0.51549309349191,-0.05451825983182265,-0.23124890409513935,-2.0294889168444614,-2.3177449606083633,2.0
45.33333,0.4211633108832913,0.3170334801935692,-0.13411355918614506,-2.027739246463333,-2.3177449606083633,2.0
45.35,0.1828742504791173,1.0031302152859543,0.08139323026027662,-2.0262877298890145,-2.3177449606083633,2.0
45.36666,-0.009564697925607638,1.4917351272054107,0.08256883692954807,-2.0262877298890145,-2.3177449606083633,2.0
45.38334,-0.16015333282115873,1.7994802320547876,-0.11346395185618212,-2.0262877298890145,-2.3177449606083633,2.0
45.4,-0.23763572218059276,1.9158076507335142,-0.23330721135585822,-2.0262877298890145,-2.3177449606083633,2.0
45.41667,-0.2752482583086355,1.9276331154991182,-0.31164821344381405,-2.0262877298890145,-2.3177449606083633,2.0
45.43333,-0.4384187377551737,1.7572396146778746,0.13815841159114933,-2.0262877298890145,-2.3177449606083633,2.0
45.45,-0.6390832096744782,1.532483787664852,0.7454957273037922,-2.0262877298890145,-2.3177449606083633,2.0
45.46667,-0.6937353446764373,1.2017896471589957,1.0194699104503635,-2.0262877298890145,-2.3177449606083633,2.0
45.48333,-0.7290418351942812,0.8473995633465713,1.2428725719105747,-2.0262877298890145,-2.3177449606083633,2.0
45.5,-0.6537926582245742,-0.06345299875844831,0.9098166245844286,-2.0262877298890145,-2.3177449606083633,2.0
45.51667,-0.6187474242965777,-0.9053589671591843,0.5824701201305146,-2.0262877298890145,-2.3177449606083633,2.0
45.53333,-0.8192915216076141,-1.3427788102032316,0.28877351391002853,-2.0262877298890145,-2.3177449606083633,2.0
45.55,-0.9453249125313801,-1.6908707147948454,0.06909018939669312,-2.0262877298890145,-2.3177449606083633,2.0
45.56667,-0.870075735561641,-1.7973340012746981,0.049498663083382057,-2.0262877298890145,-2.3177449606083633,2.0
45.58333,-0.780014415279787,-1.964484003120796,-0.21005917832327434,-2.0262877298890145,-2.3177449606083633,2.0
45.6,-0.6671768068956588,-2.2246442279640872,-0.8367871950269207,-2.026838895399873,-2.3177449606083633,2.0
45.61666,-0.5348445220949071,-2.3003553045767346,-1.0561814204304587,-2.0300619735524505,-2.3177449606083633,2.0
45.63334,-0.3842558871993559,-2.2056645030846185,-0.8993551894018745,-2.0332889209465064,-2.3177449606083633,2.0
45.65,-0.4683685338699716,-2.0348108593968037,-0.6542871209259759,-2.0365119990990834,-2.3177449606083633,2.0
45.66667,-0.6815745352842326,-1.8218842864370979,-0.36041422622630986,-2.0397370118724014,-2.3177449606083633,2.0
45.68333,-0.6417813976165176,-1.5217066614418469,-0.3742908191024617,-2.0429600900249776,-2.3177449606083633,2.0
45.7,-0.5264067202700072,-1.1952401718003274,-0.48007828160227045,-2.0461851027982956,-2.3177449606083633,2.0
45.71667,-0.41103204292354634,-0.868773682158947,-0.585865744102034,-2.049410115571612,-2.3177449606083633,2.0
45.73333,-0.295726576541273,-0.5425030332431293,-0.6915897468162798,-2.0526331937241893,-2.3177449606083633,2.0
45.75,-0.18035189919481193,-0.21603654360174912,-0.7973772093160434,-2.0558582064975055,-2.3177449606083633,2.0
45.76667,-0.06497722184835086,0.11042994603963142,-0.9031646718158068,-2.059083219270822,-2.3177449606083633,2.0
45.78333,0.05032824453392234,0.43670059495544894,-1.0088886745300527,-2.062306297423399,-2.3177449606083633,2.0
45.8,0.1657029218803834,0.7631670845968295,-1.1146761370298164,-2.065531310196716,-2.3177449606083633,2.0
45.81667,0.28107759922689357,1.089633574238349,-1.2204635995296251,-2.068756322970034,-2.3177449606083633,2.0
45.83333,0.5238927916621042,1.0355385789560747,-1.2536199093470102,-2.0719794011226096,-2.3177449606083633,2.0
45.85,0.9628463239855827,0.39675886007695765,-1.175253804093766,-2.0743382968401396,-2.3177449606083633,2.0
45.86666,1.1074203891930774,0.12538126967097854,-1.007484600077879,-2.0724965389224494,-2.3177449606083633,2.0
45.88334,0.979420049531859,0.1940321007527627,-0.7565626304321443,-2.070652570010861,-2.3177449606083633,2.0
45.9,0.8515731874960734,0.26260061668939716,-0.5059415264573296,-2.0688108120931714,-2.3177449606083633,2.0
45.91667,0.7236495866475168,0.33121029019863557,-0.255169989646948,-2.0669679486785313,-2.3177449606083633,2.0
45.93333,0.5958027246117856,0.3997788061352407,-0.004548885672240106,-2.065126190760842,-2.3177449606083633,2.0
45.95,0.46787912376322904,0.46838847964447916,0.2462226511381415,-2.063283327346202,-2.3177449606083633,2.0
45.96667,0.339955522914727,0.5369981531536886,0.49699418794841627,-2.061440463931563,-2.3177449606083633,2.0
45.98333,0.21210866087894137,0.6055666690903231,0.747615291923231,-2.059598706013873,-2.3177449606083633,2.0
46.0,0.08418506003043937,0.6741763425995322,0.9983868287335057,-2.0577558425992337,-2.3177449606083633,2.0
46.01667,-0.04880567062688628,0.7174910355624401,1.2100889279526332,-2.055912979184595,-2.3177449606083633,2.0
46.03333,-0.2116955541423818,0.6111256974128091,1.190515426231201,-2.054071221266905,-2.3177449606083633,2.0
46.05,-0.4555705466347568,0.49197397844178686,1.2393598321706754,-2.0522283578522655,-2.3177449606083633,2.0
46.06667,-0.9196071379481483,0.33819367574866604,1.474458147930408,-2.050385494437626,-2.3177449606083633,2.0
46.08333,-1.1613087733690957,0.2822467406544993,1.6708730178390414,-2.048543736519936,-2.3177449606083633,2.0
46.1,-1.0609765374094435,0.3768807730810352,1.808013702032219,-2.0469213383264955,-2.317704360067822,2.0
46.11666,-0.8177163514348704,0.23850531963651847,1.8435419523612078,-2.0463688059206535,-2.3062369056667547,2.0
46.13334,-0.4412447641959927,-0.11658518595891652,1.7847321157254885,-2.045815610210603,-2.2947556848139046,2.0
46.15,-0.12172756048840581,-0.5702244679671394,1.4864160425510002,-2.045263077804761,-2.283288230412837,2.0
46.16667,0.1667276178955943,-1.0788823922597697,1.0554024636581567,-2.0447102137468143,-2.2718138927858478,2.0
46.18333,-0.21956092321515594,-1.2054794504494746,0.8504549858570708,-2.0441576813409728,-2.2603464383848415,2.0
46.2,-0.8090128094781127,-1.2173087045027915,0.7133143016638933,-2.043604817283026,-2.248872100757852,2.0
46.21667,-0.9164726503692386,-1.5568858937749908,0.8388254542631631,-2.04305195322508,-2.237397763130924,2.0
46.23333,-0.959404495081143,-1.9290555068839739,0.9929216199084283,-2.042499420819238,-2.2259303087298563,2.0
46.25,-0.6208916699288263,-1.9763573659463811,1.0125068704304134,-2.0419465567612916,-2.214455971102867,2.0
46.26667,-0.3542559972955665,-2.0270518806943505,0.9843630156609784,-2.0413936927033456,-2.2029816334759387,2.0
46.28333,-0.5171980763607835,-2.0979848282150066,0.67108663569246,-2.040841160297503,-2.191514179074871,2.0
46.3,-0.6735135851087137,-2.1118780780860003,0.3838831192333304,-2.0402882962395568,-2.180039841447943,2.0
46.31667,-0.8114704095532356,-1.9699270294461964,0.16837632978690875,-2.039735432181611,-2.168565503820954,2.0
46.33333,-0.9099280184528676,-1.8141194348766627,0.02226924894998848,-2.039182899775769,-2.1570980494198864,2.0
46.35,-0.9475526069377372,-1.6366806240769078,-0.016913803676633643,-2.0388505033968825,-2.145657419759856,2.0
46.36666,-1.06305775106995,-1.2572817021425136,-0.09663834343317797,-2.0395872108758457,-2.145657419759856,2.0
46.38334,-1.251293544689389,-0.6891368931898176,-0.21425801670461608,-2.040324802757544,-2.145657419759856,2.0
46.4,-1.5925257249852693,0.3423122510616605,-0.25615145394736305,-2.0410615102365073,-2.145657419759856,2.0
46.41667,-2.018937727813791,1.6317009428732119,-0.25615145394736305,-2.0417986599168385,-2.145657419759856,2.0
46.43333,-1.9989541303821952,1.9303436653559722,-0.2962593507211731,-2.0425353673958018,-2.145657419759856,2.0
46.45,-1.8442917863316157,1.9303436653559722,-0.3484978412172625,-2.043272517076133,-2.145657419759856,2.0
46.46667,-1.689629442281103,1.9303436653559722,-0.4007363317133297,-2.044009666756464,-2.145657419759856,2.0
46.48333,-1.5350598770812132,1.9303436653559722,-0.45294348538247686,-2.044746374235427,-2.145657419759856,2.0
46.5,-1.3803975330306997,1.9303436653559722,-0.505181975878544,-2.045483523915758,-2.145657419759856,2.0
46.51667,-1.031242991201364,1.8729470416040854,-0.47168097919807783,-2.046220673596089,-2.145657419759856,2.0
46.53333,0.48537174471334804,1.4709936723203663,0.07655268574682943,-2.046957381075052,-2.145657419759856,2.0
46.55,1.8955478947806204,1.056142507710103,0.6303558349044357,-2.047694530755383,-2.145657419759856,2.0
46.56667,3.0117440198317516,0.6066308536840576,1.1985100979904566,-2.0484316804357143,-2.145657419759856,2.0
46.58333,3.7287891478901316,0.3383538215590104,1.8124332124570433,-2.049168387914677,-2.145657419759856,2.0
46.6,3.8291213838497837,0.35018307561232737,2.4981366334229307,-2.0497638087238785,-2.145657419759856,2.0
46.61666,3.605173756147112,0.34977298730675094,2.302163994666902,-2.049671721187318,-2.145657419759856,2.0
46.63334,3.078113534012683,0.3379366371202364,1.282793492981105,-2.0495795231014937,-2.145657419759856,2.0
46.65,2.6161395733485207,0.3033168343418553,0.9694481362733094,-2.049487435564933,-2.145657419759856,2.0
46.66667,2.189727570519999,0.25599981812858735,1.0478142415265537,-2.049395292753741,-2.145657419759856,2.0
46.68333,1.6097789618589067,0.2994458505647013,1.0059102011842087,-2.0493032052171802,-2.145657419759856,2.0
46.7,0.9829033597248619,0.3703986391583262,0.9275691990962529,-2.049211062405988,-2.145657419759856,2.0
46.71667,0.24398342323298633,0.5046788874393505,0.5521339191495133,-2.049118919594796,-2.145657419759856,2.0
46.73333,-0.5011316654301776,0.6479303511604061,0.14456473597950345,-2.049026832058235,-2.145657419759856,2.0
46.75,-0.8397529617938595,0.872686178173333,-0.05135052715352366,-2.0489346892470426,-2.145657419759856,2.0
46.76667,-1.2051080107999106,1.131062609640955,-0.2055041360515431,-2.0488425464358504,-2.145657419759856,2.0
46.78333,-1.7315362662413811,1.592126768525221,-0.10760526731138109,-2.0487504588992898,-2.145657419759856,2.0
46.8,-2.117701461537189,1.9303436653559722,0.10538252916453351,-2.0486583160880976,-2.145657419759856,2.0
46.81667,-2.117701461537189,1.9303436653559722,0.634353739623932,-2.048566173276905,-2.145657419759856,2.0
