Time,UnixTime,Ibi
28.1017410755157,1631867669.14859,0.6719062
28.8049008846283,1631867669.85175,0.7031574
29.4611809253693,1631867670.50803,0.6562805
30.1174609661102,1631867671.16431,0.6562803
30.7893710136414,1631867671.83622,0.6719062
